ib_code,name,address,district,state,pincode,pincode_source,programmes,ib_since,school_type,boarding,gender,teaching_languages,website,source_url,captured_on
062601,SHAMBHU DAYAL GLOBAL SCHOOL,"Opposite Nehru Stadium, Dayanand nagar, Ghaziabad, Uttar Pradesh",GHAZIABAD,UTTAR PRADESH,201001,board,MYP / PYP,20 November 2023,PRIVATE,Day,Coeducational,English / Hindi,https://www.sdglobalschool.com,https://www.ibo.org/en/school/062601,2026-08-25
062623,Glendale Academy,"Glendale Academy DonBoscoPost BandlagudaJagir RajendraNagar, DonBosco Post BandlagudaJagir Rajendra Nagar, Don Bosco Post Bandlaguda Jagir Rajendra Nagar, Hyderabad, Telangana",RANGA REDDY,TELANGANA,500086,board,DIPLOMA,23 May 2024,PRIVATE,Day,Coeducational,English,https://www..glendale.edu.in,https://www.ibo.org/en/school/062623,2026-08-25
062639,Sai International School,"5/A Chandaka I.E, Infocity Road, Bhubaneswar, Orissa",KHORDHA,ODISHA,751024,board,IBCC,30 May 2023,PRIVATE,Mixed,Coeducational,English,https://www.saiinternational.edu.in,https://www.ibo.org/en/school/062639,2026-08-25
062653,CPS GLOBAL SCHOOL Annanagar,"Unit of Kupidisaatham Narayanaswami Educational Trust (KNET), A 75 & 80, IIIrd Avenue, Anna Nagar Roundtana, Chennai, Anna Nagar East,Tamilnadu",CHENNAI,TAMIL NADU,600102,board,DIPLOMA,11 June 2022,PRIVATE,Day,Coeducational,English,https://www.cpsglobalschool.com,https://www.ibo.org/en/school/062653,2026-08-25
062654,Invictus International School,"Silver Oak Enclave, Loharka road, Amritsar, Punjab",AMRITSAR,PUNJAB,143001,board,DIPLOMA,07 August 2024,PRIVATE,Day,Coeducational,English / Hindi,https://Invictusschool.edu.in/,https://www.ibo.org/en/school/062654,2026-08-25
062689,Learners International School,"Learners International School, Knowledge Park -III, Greater Noida, Gautam Budh Nagar, Uttar Pradesh",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201308,board,PYP,20 October 2023,PRIVATE,Day,Coeducational,English,https://learners.international,https://www.ibo.org/en/school/062689,2026-08-25
062738,Adani International School,"Adani International School, Opp.Belvedere club, Near Vaishnodevi Circle, Shantigram,S.G.Highway, Ahmedabad, Gujarat",AHMADABAD,GUJARAT,382421,board,DIPLOMA / PYP,22 August 2023,PRIVATE,Day,Coeducational,English / Hindi,https://www.adaniinternationalschool.org,https://www.ibo.org/en/school/062738,2026-08-25
062743,Ryan Global School Kharghar,"Ryan Global School, Plot No 1 2 & 3, Sector No-11, Kharghar, Navi Mumbai, Maharashtra",RAIGAD,MAHARASHTRA,410210,board,IBCC,20 March 2023,PRIVATE,Day,Coeducational,English / Hindi,https://www.ryanglobalschools.com,https://www.ibo.org/en/school/062743,2026-08-25
062758,Vista International School,"Survey no 132/6 SEZ Gopanpally Vattingulapally, Next to New Wipro Office, Hyderabad, Telengana",RANGA REDDY,TELANGANA,500075,board,PYP,22 December 2023,PRIVATE,Day,Coeducational,English,https://www.vistaschool.edu.in,https://www.ibo.org/en/school/062758,2026-08-25
062796,Manav Rachna International school,"Sector 14, Faridabad, Faridabad, Haryana",FARIDABAD,HARYANA,121007,board,DIPLOMA / MYP / PYP,30 May 2024,PRIVATE,Day,Coeducational,English,https://mris.edu.in/global/,https://www.ibo.org/en/school/062796,2026-08-25
062804,Mount Abu Public School,"Sector-5, Rohini, Delhi, Delhi",NORTH WEST,DELHI,110085,board,PYP,15 November 2023,PRIVATE,Day,Coeducational,English / Hindi,https://www.mountabuschool.com,https://www.ibo.org/en/school/062804,2026-08-25
062846,Children's Academy International School,"Malad Cosmopolitan Education Trust, BL Murarka Marg, Bachani Nagar, Malad East, Mumbai, Maharashtra",MUMBAI SUBURBAN,MAHARASHTRA,400097,board,IBCC,19 April 2023,PRIVATE,Day,Coeducational,English,https://childrens-academy.in/,https://www.ibo.org/en/school/062846,2026-08-25
062860,Modern Public School,"B BLOCK, WEST SHALIMAR BAGH, delhi, DELHI",NORTH,DELHI,110088,board,PYP,06 September 2023,PRIVATE,Day,Coeducational,English / Hindi,https://www.mpsshalimarbagh.com/,https://www.ibo.org/en/school/062860,2026-08-25
062873,Utpal Shanghvi Global School,"East West Road No 3, J.V.P.D Scheme, Mumbai, Maharashtra",MUMBAI SUBURBAN,MAHARASHTRA,400049,same_school_other_board,PYP,10 July 2024,PRIVATE,Day,Coeducational,English,https://ppsijc.org,https://www.ibo.org/en/school/062873,2026-08-25
062884,Meluha International School,"4/20 Osman sagar Moinabad, Hyderabad, Telangana",RANGA REDDY,TELANGANA,500075,board,IBCC,03 August 2023,PRIVATE,Mixed,Coeducational,English,https://www.meluhaedu.com/,https://www.ibo.org/en/school/062884,2026-08-25
062909,Bihani Children's Academy,"Gagan path, Sri Ganganagar",GANGANAGAR,RAJASTHAN,335001,board,MYP,14 November 2024,PRIVATE,Day,Coeducational,English / Hindi,https://www.bihanichildrensacademy.com/,https://www.ibo.org/en/school/062909,2026-08-25
062920,The Shri Ram Academy,"Survey No. 219 (P), Vattinagulapalli (V), Rajendra Nagar (M), Hyderabad, Telangana",HYDERABAD,TELANGANA,500032,board,MYP / PYP,13 December 2023,PRIVATE,Day,Coeducational,English,https://www.tsrahyderabad.com,https://www.ibo.org/en/school/062920,2026-08-25
062937,The NEST School,"The NEST School, 363, Arcot Road (NSK Salai), Kodambakkam, Chennai, Tamil Nadu, 6000024",CHENNAI,TAMIL NADU,600024,india_post_directory,PYP,02 February 2024,PRIVATE,Day,Coeducational,English,https://thenest.school,https://www.ibo.org/en/school/062937,2026-08-25
062962,"Ruh Continuum School | International School, Coimbatore","Ruh Continuum School | International School, Coimbatore, Srisha Educational and Charitable Trust, SF No. 72/1 Vaigai Nagar, Pattanam, Coimbatore, Tamil Nadu",COIMBATORE,TAMIL NADU,641016,board,DIPLOMA / IBCC,12 April 2023,PRIVATE,Day,Coeducational,English,https://www.ruh.school,https://www.ibo.org/en/school/062962,2026-08-25
062971,Birla Open Minds International School,"Survey No.192/193 Outer Ring Road, Hyderabad, Telangana",SANGAREDDY,TELANGANA,502300,board,IBCC,03 May 2023,PRIVATE,Day,Coeducational,English,https://www.openminds-hyderabad.com/,https://www.ibo.org/en/school/062971,2026-08-25
062985,BVB International School,"Nagheta Road, Nagheta Road, Near RR Inter College Hardoi, Hardoi, Uttar Pradesh",HARDOI,UTTAR PRADESH,241001,board,DIPLOMA,16 March 2026,PRIVATE,Day,Coeducational,English / Hindi,https://www.bvbeducation.org,https://www.ibo.org/en/school/062985,2026-08-25
062991,10 X International School,"Indus International School Pvt Ltd, Billapura Cross, Sarjapura Road, Sarjapura, Bengaluru, Karnataka",BENGALURU URBAN,KARNATAKA,562125,board,DIPLOMA / MYP,23 October 2023,PRIVATE,Mixed / Day,Coeducational,English / Spanish / French,https://10xinternationalschool.com/,https://www.ibo.org/en/school/062991,2026-08-25
063011,Kunskapsskolan Gurgaon,"1122, Block-A, DLF Phase-1 Sector-28, Gurgaon",GURUGRAM,HARYANA,122002,board,DIPLOMA / MYP,06 December 2024,PRIVATE,Day,Coeducational,English / Hindi,https://ked.edu.in/ib-school,https://www.ibo.org/en/school/063011,2026-08-25
063040,Indus International Primary (Early Years) School,"Plot number 186 Road No 13 Jawahar colony Jubilee Hills, Hyderabad, Telangana",HYDERABAD,TELANGANA,500033,board,PYP,15 March 2024,PRIVATE,Day,Coeducational,English,https://ielc-hyd.indusschool.com/,https://www.ibo.org/en/school/063040,2026-08-25
063066,Johnson Grammar School Kokapet,"Plot No 65/6, Brindavan Colony, Narsingi, Hyderabad, Telangana",RANGA REDDY,TELANGANA,500075,board,PYP,10 April 2025,PRIVATE,Day,Coeducational,English,https://www.jgschool.in,https://www.ibo.org/en/school/063066,2026-08-25
063119,RP Goenka International School,"34/1/1 Diamond Harbour Road, Kolkata, West Bengal",KOLKATA,WEST BENGAL,700027,board,DIPLOMA / PYP,27 February 2025,PRIVATE,Day,Coeducational,English,https://www.rpgis.in,https://www.ibo.org/en/school/063119,2026-08-25
063161,Aspee Nutan Academy,"MARVE ROAD, MALAD WEST, MUMBAI, MAHARASHTRA",MUMBAI SUBURBAN,MAHARASHTRA,400064,board,IBCC,16 May 2024,PRIVATE,Day,Coeducational,English,https://www.aspeenutanacademy.org,https://www.ibo.org/en/school/063161,2026-08-25
063165,Universal Wisdom School,"Plot 6b, near Mahalunge Police Station, Pune",PUNE,MAHARASHTRA,411045,board,PYP,15 April 2026,PRIVATE,Day,Coeducational,English,https://www.universalwisdomschool.in/top-international-school.php,https://www.ibo.org/en/school/063165,2026-08-25
063245,Toddler's Den Early Learning Centre,"Strings Eduventures LLP, Toddler's Den, Railway Colony, S.V Road, Santacruz West, Mumbai, Maharashtra",MUMBAI SUBURBAN,MAHARASHTRA,400054,board,PYP,17 April 2026,PRIVATE,Day,Coeducational,English,https://www.todden.com/schools/todden-mumbai,https://www.ibo.org/en/school/063245,2026-08-25
063283,Wellington College International Pune,"Wellington College, Wagholi, Pune",PUNE,MAHARASHTRA,412007,board,DIPLOMA,30 June 2025,PRIVATE,Mixed,Coeducational,English,https://pune.wellingtoncollege.in/,https://www.ibo.org/en/school/063283,2026-08-25
063294,Radcliffe School,"Gottigere, Bannerghatta road",BENGALURU URBAN,KARNATAKA,560083,board,PYP,20 December 2024,PRIVATE,Day,Coeducational,English / Hindi,https://www.radcliffe.in/international-school-bengaluru/,https://www.ibo.org/en/school/063294,2026-08-25
063361,Harrow International School Bengaluru,"Harrow International School Bengaluru, National Highway 207, (Devanahalli-Doddaballapura Road), Bengaluru, Karnataka",BENGALURU RURAL,KARNATAKA,562110,board,DIPLOMA,10 May 2024,PRIVATE,Mixed,Coeducational,English,https://www.harrowbengaluru.in,https://www.ibo.org/en/school/063361,2026-08-25
063412,Manchester Global School,"Survey No 475, Rachuloor Road Srisailam Highway, Ranga Reddy, Telangana",RANGA REDDY,TELANGANA,501359,board,DIPLOMA / MYP / PYP,29 July 2025,PRIVATE,Mixed,Coeducational,English,https://www.manchester.global,https://www.ibo.org/en/school/063412,2026-08-25
063413,"Kothari International School, Noida","B-279, B Block, Sector 50, Noida, Uttar Pradesh",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201301,board,DIPLOMA,04 February 2025,PRIVATE,Day,Coeducational,English / Hindi,https://kotharischool.edu.in/,https://www.ibo.org/en/school/063413,2026-08-25
063439,VIRAJ INTERNATIONAL SCHOOL,"Survey no.27,Near Kurgaon Gram Panchayat office, Palghar, Maharashtra",PALGHAR,MAHARASHTRA,401502,board,IBCC,23 April 2025,PRIVATE,Mixed,Coeducational,English,https://www.virajinternationalschool.com,https://www.ibo.org/en/school/063439,2026-08-25
063463,Jain Vidyalaya,"New Natham Road, Thiruppalai, Madurai, Tamil Nadu",MADURAI,TAMIL NADU,625014,board,IBCC,03 March 2025,PRIVATE,Day,Coeducational,English,https://jainvidyalaya.in,https://www.ibo.org/en/school/063463,2026-08-25
063472,The Indian Public School - Trichy,"The Indian Public School, Ramji Nagar, Dindukal Byepass Road, K. Kallikudi North, Trichy, Tamil Nadu",TIRUCHIRAPPALLI,TAMIL NADU,620009,board,PYP,29 May 2025,PRIVATE,Day,Coeducational,English / Tamil,https://tipstrichy.org,https://www.ibo.org/en/school/063472,2026-08-25
063578,"Silver Oaks International School, Oakwinds Campus","Silver Oaks School, Oakwinds Campus Bowrampet Village, Hyderabad, Telangana",MEDCHAL MALKAJGIRI,TELANGANA,500043,board,DIPLOMA / MYP / PYP,10 February 2025,PRIVATE,Day,Coeducational,English,https://www.silveroaks.co.in/campus/bowrampet-hyderabad,https://www.ibo.org/en/school/063578,2026-08-25
063632,Finland International School Race Course,"Goenka Shiksha Foundation, Badamia Manor, S.K.Rathod Road, Off. Keshavrao Khadye Marg, Mahalaskhmi, Mumbai, Near Income Tax Office, Maharashtra",MUMBAI,MAHARASHTRA,400034,board,DIPLOMA / IBCC / MYP,23 April 2025,PRIVATE,Day,Coeducational,English,https://www.fis-racecourse.com/,https://www.ibo.org/en/school/063632,2026-08-25
063633,"Velammal Global School, Madurai","Velammal Global School, Velammal Medical college Campus, Anuppanadi, Madurai, Tamil Nadu",MADURAI,TAMIL NADU,625009,board,DIPLOMA / IBCC / MYP / PYP,09 December 2024,PRIVATE,Mixed,Coeducational,English,https://velammalglobalschool.com,https://www.ibo.org/en/school/063633,2026-08-25
063646,"St. Mary's School, Pune","St. Mary's School, 5-B Gen. Bhagat Marg, Camp, Pune, Maharashtra",PUNE,MAHARASHTRA,411001,board,DIPLOMA,13 March 2025,PRIVATE,Day,Coeducational,English,https://www.smspune.com,https://www.ibo.org/en/school/063646,2026-08-25
063657,The Seekers International,"c/o The Seekers Society for Education and Social Welfare, Sat Complex, sirhind bypass chowk, Patiala, Punjab",PATIALA,PUNJAB,147004,board,PYP,06 November 2025,PRIVATE,Day,Coeducational,English / Hindi,https://thelittleseekers.com,https://www.ibo.org/en/school/063657,2026-08-25
063778,"Stellar World School, Andheri","Back Road, Ahead of SVP Nagar MHADA telephone exchange, Andheri West, Andheri West, Mumbai, 400053, Mumbai, Maharashtra",MUMBAI SUBURBAN,MAHARASHTRA,400053,board,PYP,16 October 2025,PRIVATE,Day,Coeducational,English,https://www.sws.edu.in,https://www.ibo.org/en/school/063778,2026-08-25
063779,"Stellar World School, Bandra","Junction of 15th and 33rd Rd., Off Pali Hill, Bandra West, Mumbai, Maharashtra",MUMBAI SUBURBAN,MAHARASHTRA,400050,board,DIPLOMA / PYP,15 October 2025,PRIVATE,Day,Coeducational,English,https://sws.edu.in/bandra/,https://www.ibo.org/en/school/063779,2026-08-25
063790,"Shiv Nadar School, Chennai","1080 Damodar Gardens Blue Cross Road, Chennai, Tamil Nadu",CHENNAI,TAMIL NADU,600020,board,PYP,20 January 2026,PRIVATE,Day,Coeducational,English,https://shivnadarschool.edu.in/chennai,https://www.ibo.org/en/school/063790,2026-08-25
063807,Keystone School,"Puppalaguda Financial district, Hyderabad, telengana",HYDERABAD,TELANGANA,500032,board,DIPLOMA,03 March 2025,PRIVATE,Day,Coeducational,English,https://www.keystoneeducation.in,https://www.ibo.org/en/school/063807,2026-08-25
063836,"Stellar World School, Goregaon","Post office Road, Off Goregaon West Linking Road, Motilal Nagar 1, Mumbai, Maharashtra",MUMBAI SUBURBAN,MAHARASHTRA,400104,board,PYP,16 October 2025,PRIVATE,Day,Coeducational,English,https://www.sws.edu.in,https://www.ibo.org/en/school/063836,2026-08-25
063838,THE SCHOOL OF RAYA,"Hennur Bagalur Road, Dasanayakanahalli, Bengaluru, Karnataka",BENGALURU URBAN,KARNATAKA,562149,board,DIPLOMA / MYP / PYP,27 February 2025,PRIVATE,Day,Coeducational,English,https://www.theschoolofraya.com,https://www.ibo.org/en/school/063838,2026-08-25
063839,MAHATMA GLOBAL GATEWAY,"Sivaganga Road, Veerapanjan, Madurai, TAMILNADU",MADURAI,TAMIL NADU,625020,board,DIPLOMA,07 April 2026,PRIVATE,Day,Coeducational,English,https://mahatmaschools.com/,https://www.ibo.org/en/school/063839,2026-08-25
063922,Ruh Continuum School - K5 Campus,"50 Dhamu Nagar, Puliakulam, Coimbatore, Tamil Nadu",COIMBATORE,TAMIL NADU,641045,board,PYP,15 April 2026,PRIVATE,Day,Coeducational,English,https://ruhprimary.school,https://www.ibo.org/en/school/063922,2026-08-25
063924,Geneva Liberal School,"Near Cliantha Research Limited, Shantipura, SP RING ROAD, Ahmedabad, Gujarat",AHMADABAD,GUJARAT,380058,board,DIPLOMA,10 August 2026,PRIVATE,Mixed,Coeducational,English / French,https://www.genevaliberalschool.com,https://www.ibo.org/en/school/063924,2026-08-25
063940,GAET International School- Aldeia,"GAET international school-Aldeia, Aldeia De Goa, Near Goa university, Bambolim, Bambolim, GOA, Goa",NORTH GOA,GOA,403206,board,DIPLOMA,29 May 2025,PRIVATE,Day,Coeducational,English / Hindi,https://www.gaet.edu.in/gisaldeia,https://www.ibo.org/en/school/063940,2026-08-25
063988,"Shantiniketan International School, Bowrampet","Sys. no 704, Bowrampet, Near Bachupally, Hyderabad",MEDCHAL MALKAJGIRI,TELANGANA,500043,board,PYP,29 January 2026,PRIVATE,Day,Coeducational,English,https://snisbachupally.org,https://www.ibo.org/en/school/063988,2026-08-25
064029,10X International School Mysuru,"No. 11A, 11A1, Manathvady Main Road, Vidyaranyapura, Mysuru (Mysore), Karnataka",MYSURU,KARNATAKA,570008,board,DIPLOMA,07 July 2026,PRIVATE,Mixed,Coeducational,English,https://10xmysuru.org,https://www.ibo.org/en/school/064029,2026-08-25
064062,"Sanjay Ghodawat International School, Mulshi, Pune","Village: Rawade, Mulsi, Pune, Maharashtra",PUNE,MAHARASHTRA,412108,board,DIPLOMA,19 May 2025,PRIVATE,Boarding,Coeducational,English / French,https://www.sgispune.in,https://www.ibo.org/en/school/064062,2026-08-25
064105,Nita Mukesh Ambani Junior School,"Plot No. SF-7 & 9B, G-Block, Bandra Kurla Complex, Bandra Mumbai-91, Mumbai",MUMBAI SUBURBAN,MAHARASHTRA,400098,board,MYP / PYP,21 September 2023,PRIVATE,Day,Coeducational,English,https://www.nmajs.edu.in/,https://www.ibo.org/en/school/064105,2026-08-25
064144,"Silver Oaks International School, OakHills Campus","SILVER OAKS SCHOOL, Silver Oaks Educational Society, Plot no 13, 14 Sy no 120/4 Kommadi, Visakhapatnam, Opp Vijji Hides Layout. GST Regn: 37AAQAS4969M1ZC, Visakhapatnam, ANDHRA PRADESH",VISAKHAPATANAM,ANDHRA PRADESH,530048,board,PYP,06 March 2026,PRIVATE,Day,Coeducational,English / Telugu,https://www.silveroaks.co.in,https://www.ibo.org/en/school/064144,2026-08-25
064357,"Chatrabhuj Narsee School, Amanora","Amanora Park Town, Hadapsar, Pune, Pune",PUNE,MAHARASHTRA,411028,board,DIPLOMA,02 June 2026,PRIVATE,Day,Coeducational,English,https://cns.ac.in,https://www.ibo.org/en/school/064357,2026-08-25
064429,Delhi Public School R. K. Puram,"Kaifi Azmi Road , R. K. Puram Sector 12, New Delhi, Delhi",NEW DELHI,DELHI,110022,board,DIPLOMA,29 May 2026,PRIVATE,Boarding,Coeducational,English,https://www.dpsrkp.net,https://www.ibo.org/en/school/064429,2026-08-25
064536,Naavu School,"Plot Number 140, Bengaluru",BENGALURU URBAN,KARNATAKA,560066,board,DIPLOMA,05 June 2026,PRIVATE,Day,Coeducational,English,https://www.naavuschool.com,https://www.ibo.org/en/school/064536,2026-08-25
064771,Candiidus International School,"ORR Exit-3 (3km from Gachibowli), Hyderabad, Telangana",SANGAREDDY,TELANGANA,502300,board,DIPLOMA,08 July 2026,PRIVATE,Day,Coeducational,English,https://candiidusschool.com/,https://www.ibo.org/en/school/064771,2026-08-25
064810,"The Choice School, Calicut","viA NIT Calicut Nayakuzhi PO, Kozhikode",KOZHIKODE,KERALA,673601,board,DIPLOMA,22 April 2026,PRIVATE,Mixed,Coeducational,English,https://choiceschool.com,https://www.ibo.org/en/school/064810,2026-08-25
064900,Kunskapsskolan Lucknow,"Sector-A, Pocket-1, Ansal Sushant Golf City, Shaheed Path Road, Arya Rd, lucknow, Uttar Pradesh",LUCKNOW,UTTAR PRADESH,226002,board,DIPLOMA,02 July 2026,PRIVATE,Day,Coeducational,English,https://www.ked.edu.in,https://www.ibo.org/en/school/064900,2026-08-25
064902,Kunskapsskolan International School,"Gul Farm Complex, Gurugram, Haryana",GURUGRAM,HARYANA,122004,board,DIPLOMA,15 June 2026,PRIVATE,Day,Coeducational,English,https://www.ked.edu.in/international,https://www.ibo.org/en/school/064902,2026-08-25
