affiliation_no,school_code,name,address,district,state,country,pincode,pincode_source,level,affiliated_from,affiliated_to,school_type,medium,gender,year_founded,managing_trust,website,source_url,captured_on
2130758,60344,AMAR PUBLIC SCHOOL,SECTOR 37 NOIDA UP,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,201303,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,,,AMAR EDUCATIONAL SOCEITY,http://www.amarpublicschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130758,2026-08-25
2130759,70932,RANI LAXMI BAI MEMORIAL SCHOOL,GANGA VIHAR COLONY CHINHUT LUCKNOW UP,LUCKNOW,UTTAR PRADESH,India,227105,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,RANI LAXMI BAI MEM SCHOOL,http://www.rlbcn.org,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130759,2026-08-25
2130760,81206,PREETI & GAURAV PUBLIC SCHOOL,VILLAGE NAYA GAON BILASPUR DISTT RAMPUR UP,RAMPUR,UTTAR PRADESH,India,281001,cbse_2018_dataset,Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,PREETI & GAURAV PUB SCHOOL,http://www.pandgpublicschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130760,2026-08-25
2130761,70759,GAURAV MEMORIAL INTERNATIONAL SCHOOL,673 BITHOOR ROAD KALYAN PUR KANPUR UP,KANPUR NAGAR,UTTAR PRADESH,India,208017,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,,,KANPUR EDUCATION DEVELOPMENT SOC,http://www.gauravschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130761,2026-08-25
2130762,60345,MAYOOR SCHOOL,SECTOR 126 EXPRESSWAY NOIDA UP,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,201304,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,V R EDUCATIONAL TRUST,http://www.mayoornoida.net,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130762,2026-08-25
2130763,70022,M V CONVENT INTER COLLEGE,RAJA RAM ARYA MARG SULEM SARAI ALLAHABAD UP,PRAYAGRAJ,UTTAR PRADESH,India,211001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,VACHASPATI MADHUPATI PRANI SEWA SANSTHAN ALLAHABAD,http://www.mvconvent.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130763,2026-08-25
2130764,70603,MORNING STAR CHILDREN'S ACADEMY,KARMIR ROAD ORAI DISTT JALAUN UP,JALAUN,UTTAR PRADESH,India,285001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,MAHILA KALYAN SHIKSHA PRASAR SAMITI,https://morningstaredu.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130764,2026-08-25
2130765,60346,PRESIDENCY PUBLIC SCHOOL,"SECTOR I, SHATABADI NAGAR DELHI ROAD MEERUT UP",MEERUT,UTTAR PRADESH,India,250002,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,HINDI,CO-EDUCATIONAL,,KRISHNA EDUCATIONAL SOCIETY,http://www.presidencyschool.co.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130765,2026-08-25
2130766,60347,R P M PUBLIC SCHOOL,KOTA ROAD HATHRAS UP,HATHRAS,UTTAR PRADESH,India,204101,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,RAGHUNANDAN PRASAD MEM SHIKSHA SMTI,https://www.rpmpublicschool.co.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130766,2026-08-25
2130767,70933,LUCKNOW PUBLIC SCHOOL,SECTOR I LDA COLONY KANPUR ROAD LUCKNOW UP,LUCKNOW,UTTAR PRADESH,India,226012,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,VIJETA EDUCATIONAL SOCEITY,http://thelpsedu.co.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130767,2026-08-25
2130768,70686,SHEERWOOD COLLEGE,DILDAR NAGAR KHATI BABA JHANSI UP,JHANSI,UTTAR PRADESH,India,284003,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,,,,INDIAN WELFARE SOCEITY,http://www.sheerwoodjhs.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130768,2026-08-25
2130769,70241,GRAMYANCHAL PUBLIC SCHOOL,HAIDERGARH BARABANKI UP,BARABANKI,UTTAR PRADESH,India,245910,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,GRAMYANCHAL SEWA SAMITI,http://www.gramyanchalpublicschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130769,2026-08-25
2130770,71206,SUMITRA MODERN SCHOOL,"SUMITRA MODERN SCHOOL, TERWA,CHILLOLA, NAIPALPUR, SITAPUR, UTTAR PRADESH- 261001",SITAPUR,UTTAR PRADESH,India,261001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SUMITRA MONTESSORI SHISHU VIDYALAYA,http://www.sumitraschools.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130770,2026-08-25
2130771,60348,TAXSILA PUBLIC SCHOOL,PHASE I SECTOR 2 SHRADHA PURI KANKERKHERA MEERUT UP,MEERUT,UTTAR PRADESH,India,250001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,TITIKSHA SHIKSHA PRASAR SAMITI,http://www.tps.edu.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130771,2026-08-25
2130772,60349,ASCENT INTERNATIONAL SCHOOL,DELTA II HS 11 B GREATER NOIDA GAUTAM BUDH NAGAR UP,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,201308,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,NITYAA EDUCATIONAL SOCIETY,http://www.aisgrnoida.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130772,2026-08-25
2130773,81207,DASHMESH PUBLIC SCHOOL,V&PO MATKHERA DISTT RAMPUR UP,RAMPUR,UTTAR PRADESH,India,226024,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,BOYS,,KALIGIDHAR EDUCATIONAL SOCIETY,http://dpsmatkhera.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130773,2026-08-25
2130774,60350,INGRAHAM ENGLISH MEDIUM SCHOOL,252 G T ROAD GHAZIABAD UP,GHAZIABAD,UTTAR PRADESH,India,201001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,INGRAM INSTITUTE EDUCATION SOCIETY,http://www.ingrahaminstitute.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130774,2026-08-25
2130775,60351,SANT ASARAMJI PUBLIC SCHOOL,MATHURA ROAD SIKANDRA AGRA UP,AGRA,UTTAR PRADESH,India,282007,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SANT SHRI ASARAMJI EDN TRUST,https://gurukulagra.ashram.org/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130775,2026-08-25
2130776,60352,AL-BARAKAAT PUBLIC SCHOOL,ANOOPSHAHR ROAD ALIGARH UP,ALIGARH,UTTAR PRADESH,India,202002,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,AL BARAKAAT EDUCATIONAL SOCIETY,http://www.albarkaat.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130776,2026-08-25
2130777,60353,DEWAN PUBLIC SCHOOL INTERNATIONAL,DELHI ROAD RITHANI MEERUT UP,MEERUT,UTTAR PRADESH,India,250001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,ARYAMAN EDUCATION SOCIETY,http://www.dpsi.edu.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130777,2026-08-25
2130779,70504,DIVINE PUBLIC SCHOOL,BICHHIA NEAR PAC CAMP GORAKHPUR UP,GORAKHPUR,UTTAR PRADESH,India,273014,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,RAJVANSI LOK KALYAN SAMITI,http://www.divinepublic.net,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130779,2026-08-25
2130780,71149,BAKSHI PUBLIC SCHOOL,LAL GANJ DISTT RAE BAREILLY UP,RAEBARELI,UTTAR PRADESH,India,229220,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,BAKSHI MEM PUBLIC SCHOOL SOCIETY,http://www.bmps.org.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130780,2026-08-25
2130781,70023,SHRI MAHA PRABHU PUBLIC SCHOOL,SHRI NARAYAN ASHRAM SHIVKUTI PO TEHRAGANJ ALLAHABAD UP,PRAYAGRAJ,UTTAR PRADESH,India,211004,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SHRI NARAYAN MAHAPRABHU CHARITABLE SOCIETY,http://www.smpps.co.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130781,2026-08-25
2130782,70024,SANSKAAR INTERNATIONAL SCHOOL,SULEM SARAI ALLAHABAD UP,PRAYAGRAJ,UTTAR PRADESH,India,211011,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,RINMAT REGIONAL MANAGEMENT & TECH LITERACY SOCIETY,http://www.sanskaarintlschool.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130782,2026-08-25
2130783,60354,KHAITAN PUBLIC SCHOOL,BLOCK 5 SECTOR V RAJENDRA NAGAR SAHIBABAD GHAZIABAD UP,GHAZIABAD,UTTAR PRADESH,India,201005,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,KHAITAN EDUCATION CENTRE,https://khaitanpublicschool.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130783,2026-08-25
2130784,60355,KANHA MAKHAN PUBLIC SCHOOL,SARASWATI KUND MATHURA UP,MATHURA,UTTAR PRADESH,India,281004,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,KANHA MAKHAN CHARITABLE SOCIETY,http://www.kmpsmathura.org,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130784,2026-08-25
2130785,60356,BALDEO PUBLIC SCHOOL,KAILASH ROAD BALDEO MATHURA UP,MATHURA,UTTAR PRADESH,India,281301,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,BALDEO SHIKSHA PRASAR SAMITI,http://www.baldeopublicschool.org,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130785,2026-08-25
2130786,81208,ST MARYS SCHOOL,DILARI MILAKKHANAM BILASPUR DISTT RAMPUR UP,RAMPUR,UTTAR PRADESH,India,244921,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,GYANDEEP EDUCATION SOCIETY,http://www.stmarysdilarimilakkhnam.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130786,2026-08-25
2130787,81209,CARMEL PUBLIC SCHOOL,NAVADA ROAD ALIPUR CHAUPLA GAJRAULA J P NAGAR UP,AMROHA,UTTAR PRADESH,India,244235,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,CARMEL EDUCATION SOCIETY,http://www.cpsgajraula.edu.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130787,2026-08-25
2130788,70505,THE PILLARS PUBLIC SCHOOL,CIVIL LINES GORAKHPUR UP,GORAKHPUR,UTTAR PRADESH,India,273001,board,Senior Secondary Level,2026-04-01,2031-03-31T00:00:00.000Z,INDEPENDENT,,,1998,GORAKHPUR EDUCATIONAL SOCIETY,http://www.thepillarspublicschool.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130788,2026-08-25
2130789,60357,AGRA VANASTHALI VIDYALAYA,JHARNA NALA CHALESAR FEROZABAD ROAD AGRA UP,AGRA,UTTAR PRADESH,India,282006,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SHRI PURAN CHAND MITTAL MEM SOCIETY,http://www.avvagra.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130789,2026-08-25
2130790,81210,GYANSTHALI PUBLIC SCHOOL,BY PASS ROAD MIRANPUR MUZAFFARNAGAR UP,MUZAFFARNAGAR,UTTAR PRADESH,India,251315,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,R K EDUCATIONAL SOCIETY,http://www.gyansthalischool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130790,2026-08-25
2130791,70687,JAI ACADEMY,SHIV PURI ROAD JHANSI UP,JHANSI,UTTAR PRADESH,India,284419,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,JAGRAN EDUCATIONAL SOCIETY,http://www.jaiacademy.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130791,2026-08-25
2130792,81211,GOLDEN PUBLIC SCHOOL,PACHENDA ROAD GANDHI COLONY MUZAFFARNAGAR UP,MUZAFFARNAGAR,UTTAR PRADESH,India,251001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,THE GOLDEN EDUCATIONAL SOCEITY,http://www.gpsmzn.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130792,2026-08-25
2130793,70025,CENTRAL ACADEMY,SECTOR 1 YOJNA 3 JHUNSI ALLAHABAD UP,PRAYAGRAJ,UTTAR PRADESH,India,243201,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,CENTRAL ACADEMY EDUCATIONAL SOCIETY,http://www.caalld.info,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130793,2026-08-25
2130794,81212,GREEN FIELD ACADEMY,OLRA ROAD NANAUTA DISTT SAHARANPUR UP,SAHARANPUR,UTTAR PRADESH,India,247452,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,DR DAYARAM MEM SHIKSHA PRABANDH SAMITI,http://www.greenfieldacademy.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130794,2026-08-25
2130795,70760,DAYANAND DINANATH EDUCATION CENTRE,NH 86 RAMAIPUR MAIN HAMIRPUR ROAD KANPUR UP,KANPUR NAGAR,UTTAR PRADESH,India,209214,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SMT LALITA DEVI DINANATH SACHAN CHARITABLE EDU TRUST,http://www.ddckanpur.edu.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130795,2026-08-25
2130796,60358,SMT SRIDEVI AWASIYA VIDYAPEETH,VAMANPURA KIRWALI AGRA UP,AGRA,UTTAR PRADESH,India,283122,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SMT SRIDEVI RESIDENTIAL SCH SOC,https://sridevividyapeeth.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130796,2026-08-25
2130798,60359,CITY LOOK PUBLIC SCHOOL,RITHANI DELHI ROAD MEERUT UP,MEERUT,UTTAR PRADESH,India,282010,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,CITY LOOK PUB SCHOOL EDU SOCIETY,http://wwwCityLookPublicSchool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130798,2026-08-25
2130799,60360,SPARSH INTERNATIONAL SCHOOL,3 A SECTOR OMEGA I GREATER NOIDA UP,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,201308,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,JAI PRAKASH EDUCATIONAL TRUST,http://www.sparshinternational.co.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130799,2026-08-25
2130800,70480,RAVI CHILDREN'S ACADEMY,NEAR DUKH HARAM NATH MANDIR PATEL NAGAR GONDA UP,GONDA,UTTAR PRADESH,India,271001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,BOYS,,RAVI CHILDREN ACADEMY,http://www.rcagonda.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130800,2026-08-25
2130801,60361,SIR BILAL CONVENT SCHOOL,NEAR DAK BUNGLOW BY PASS ROAD PREM NAGAR FIROZABAD UP,FIROZABAD,UTTAR PRADESH,India,283203,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SIR BILAL EDUCATIONAL SOCIETY,https://www.sirbilalconventsrsecschool.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130801,2026-08-25
2130802,60362,SAINT ANGELS PUBLIC SCHOOL,CHAMRAWAL ROAD CHANDI NAGAR BAGHPAT UP,BAGHPAT,UTTAR PRADESH,India,250609,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,USHA KAMTA SHIKSHA PRASAR SAMITI,http://www.saintangelsschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130802,2026-08-25
2130803,81213,GOLDEN HEART ACADEMY,BUDHANA ROAD KHATAULI MUZAFFAR NAGAR UP,MUZAFFARNAGAR,UTTAR PRADESH,India,251201,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,UNITED EDUCATIONAL SOCIETY,https://ghakhatauli.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130803,2026-08-25
2130804,70026,VISHNU BHAGWAN PUBLIC SCHOOL,JHALWA PIPALGAON ALLAHABAD UP,PRAYAGRAJ,UTTAR PRADESH,India,211012,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,UTTHAN CENTRE FOR SUSTAINABLE DEV & POVERTY ALLEVIATION,http://www.vbpscald.org,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130804,2026-08-25
2130805,70761,MAHARANA PRATAP EDUCATION CENTRE,AVAS VIKAS YOJNA NO I KESHAV PURAM KALYAN PUR KANPUR UP,KANPUR NAGAR,UTTAR PRADESH,India,208017,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,MAHARAJA PRATAP EDUCATION CENTRE,http://www.pratapinternational.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130805,2026-08-25
2130806,60363,WOODBINE FLORET PUBLIC SCHOOL,ANOOPSHAHR ROAD ALIGARH UP,ALIGARH,UTTAR PRADESH,India,202002,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,QUEST EDUCATIONAL SOCIETY,http://www.woodbinefloretschool.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130806,2026-08-25
2130807,81214,ADAM & EVES CONVENT SCHOOL,"Village-Dilari, Rampur Road, Moradabad, Uttar Pradesh",MORADABAD,UTTAR PRADESH,India,244001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,ADAM & EVE''S MUSLIM EDU SOCIETY,http://www.adamevesschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130807,2026-08-25
2130808,70592,ST XAVIER'S HIGH SCHOOL,NEGHTA ROAD HARDOI UP,HARDOI,UTTAR PRADESH,India,241001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,ST XAVIER'S SCHOOL WEL & EDU SOC,http://www.stxaviershardoi.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130808,2026-08-25
2130809,60364,VIDYAA WORLD SCHOOL,NEAR JAI NARAIN INTER COLLEGE VAIBHAV NAGAR PILIBHIT BY PASS ROAD BAREILLY UP,BAREILLY,UTTAR PRADESH,India,,,Senior Secondary Level,2027-04-01,2032-03-31T00:00:00.000Z,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,2002,SHRI SHIRDI EDUCATION CENTRE,http://www.vidyaaworldschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130809,2026-08-25
2130810,70344,POLICE MODERN SCHOOL,RESERVE POLICE LINES ETAWAH UP,ETAWAH,UTTAR PRADESH,India,206001,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,INDEPENDENT,,,1996,UP POLICE SHIKSHA SAMITI,https://www.pmsetawah.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130810,2026-08-25
2130812,60365,MAA BHAGWATI PUBLIC SCHOOL,VAYU VIHAR COLONY PATHOLI FATEHPUR SIKRI ROAD AGRA UP,AGRA,UTTAR PRADESH,India,282010,cbse_2018_dataset,Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,MAA BHAGWATI PUBLIC SCHOOL SOCIETY,http://www.mbpsagra.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130812,2026-08-25
2130813,60366,SEKSARIA SUSHILA DEVI PUBLIC SCHOOL,AGRA ROAD GIJROLI HATHRAS UP,HATHRAS,UTTAR PRADESH,India,204101,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,RAMNATH SEKSARIA EDUCATIONAL SOC,http://www.ssdps.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130813,2026-08-25
2130814,60367,J P PUBLIC ACADEMY,KASGANJ ETAH UP,KASGANJ,UTTAR PRADESH,India,207123,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,JPMT PUBLIC SCHOOL SOCIETY,http://www.jppublicacademy.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130814,2026-08-25
2130815,60368,BLOOMING BUDS ZION ACADEMY,MOHALLA NEW GARIWAN MAINPURI UP,MAINPURI,UTTAR PRADESH,India,205001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,BLOOMING BUDS PUB SCH SHIKSHA SAMIT,http://www.bbzion.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130815,2026-08-25
2130816,60369,PREMIER INTERNATIONAL SCHOOL,3 GAILANA ROAD AGRA DELHI HIGHWAY AGRA UP,AGRA,UTTAR PRADESH,India,282005,cbse_2018_dataset,Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SHRI SANT SAHJU SHIKSHA SAMITI,http://www.pisagra.co.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130816,2026-08-25
2130817,60370,GAYATRI PUBLIC SCHOOL,"152, MAUZ MOHAMMEDPUR, SHASTRIPURAM, AGRA, UP",AGRA,UTTAR PRADESH,India,282003,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,GAYATRI SHIKSHA SAMITI,http://www.gayatripublicschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130817,2026-08-25
2130818,70934,SHRI RAM SWAROOP MEM PUBLIC SCHOOL,NEAR INDIRA CANAL FAIZABAD ROAD LUCKNOW UP,LUCKNOW,UTTAR PRADESH,India,227105,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,SHRI RAM SWAROOP MEM INSTITUTE OF MANAGEMENT & COMP APPLICATION,https://www.srmps.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130818,2026-08-25
2130819,60371,ST VIVEKANAND PUBLIC SCHOOL,SADABAD HATHRAS UP,HATHRAS,UTTAR PRADESH,India,281306,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,BOYS,,SHRI GANGA PRASAD JAISWAL PRASAR SAMITI,http://www.svpssadabad.org,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130819,2026-08-25
2130820,70762,DURGA PRASAD VIDYA NIKETAN,S 11 G BLOCK DURGA PRASAD DUBEY MARG KANPUR U P,KANPUR NAGAR,UTTAR PRADESH,India,208022,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,DURGA PARSAD VIDYALAYA NIKETAN,http://durgaprasadvidyaniketan.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130820,2026-08-25
2130821,70368,K T PUBLIC SCHOOL,NAKA DEOKALI BY PASS ROAD JANAURA FAIZABAD U P,AYODHYA,UTTAR PRADESH,India,224001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,LOK KALYAN SHIKSHA SAMITI,http://ktpsfaizabad.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130821,2026-08-25
2130822,70935,RED ROSE PUBLIC SCHOOL,NAV CHETNA KENDRA VISHNU LOK COLONY KANPUR ROAD LUCKNOW U P,LUCKNOW,UTTAR PRADESH,India,246701,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,NAV CHETNA KENDRA LUCKNOW,http://www.redrosepublicschool.edu.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130822,2026-08-25
2130823,70936,LUCKNOW PUBLIC SCHOOL,SECTOR F JANKIPURAM SAHARA ESTATE ROAD LUCKNOW U P,LUCKNOW,UTTAR PRADESH,India,262001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,DR R M LALL EDUCATIONAL SOCEITY,https://thelpsedu.co.in/jankipuram,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130823,2026-08-25
2130824,81215,GYAN KALASH INTERNATIONAL SCHOOL,NEAR P & T TRAINING CENTRE AMBALA ROAD SAHARANPUR U P,SAHARANPUR,UTTAR PRADESH,India,247001,cbse_2018_dataset,Senior Secondary Level,,,INDEPENDENT,ENGLISH,CO-EDUCATIONAL,,MAHARAJA AGGARSAIN EDUCATION SOC,http://www.gyankalash.co.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/2130824,2026-08-25
