centre_number,name,address,district,state,pincode,pincode_source,programmes,school_type,registered_on,website,source_url,captured_on
IN198,Chettinad Sarvalokaa Education International School,"Inside Chettinad Health City, Kelambakkam 603103, Chennai, India",CHENGALPATTU,TAMIL NADU,603103,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Fully residential,2018-10-09,http://www.sarvalokaa.org/,https://connectedtot.com/find-a-cambridge-school/Details/chettinad-sarvalokaa-education-international-school/,2026-08-25
IN201,IIS World School,"Kshipra Path,Opp V.T. Road,Mansarovar,Jaipur - 302 020,India",JAIPUR,RAJASTHAN,302020,board,Primary / Lower Secondary / Upper Secondary,Day school,2001-10-25,http://www.iisjaipur.org/,https://connectedtot.com/find-a-cambridge-school/Details/india-international-school/,2026-08-25
IN214,Modern High School International,"78 Syed Amir Ali Avenue,Kolkata,West Bengal, India",KOLKATA,WEST BENGAL,700019,same_school_other_board,Lower Secondary / Upper Secondary,,2020-04-29,https://mhsi.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/modern-high-school-international/,2026-08-25
IN217,"Calcutta New School Society, The Cambridge School","7/1A Satyendranath Majumder Sarani,(formerly Manoharpukur Road),Kolkata 700026,India",KOLKATA,WEST BENGAL,700026,board,Upper Secondary / Advanced,Day school,2006-01-30,http://www.thecambridgeschool.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/calcutta-new-school-society-the-cambridge-school/,2026-08-25
IN218,Calcutta International School Society,"724 Anandpur,Kolkatta,West Bengal,India",KOLKATA,WEST BENGAL,700107,same_school_other_board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-02-18,http://www.calcuttais.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/calcutta-international-school-society/,2026-08-25
IN232,Goldcrest International School,"Plot No - 59, Sector 29, Vashi, Navi Mumbai, Maharashtra, India - 400703",THANE,MAHARASHTRA,400703,board,Lower Secondary / Upper Secondary,Day school,2015-07-07,,https://connectedtot.com/find-a-cambridge-school/Details/goldcrest-international-school/,2026-08-25
IN234,Belvedere Spring School,"New Link Road, near Oshiwara metro station, oshiwara, Mumbai 400102.",MUMBAI SUBURBAN,MAHARASHTRA,400102,board,Lower Secondary / Upper Secondary,Day school,2016-06-03,http://www.belvederespringschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/belvedere-spring-school/,2026-08-25
IN236,Zaytun International Academy,"Rawali - Near Rawali Bridge,Upper Ganga Canal Rd, Mussoorie,Ghaziabad,201002,Uttar Pradesh,India",GHAZIABAD,UTTAR PRADESH,201002,board,Primary / Lower Secondary,,2016-09-07,,https://connectedtot.com/find-a-cambridge-school/Details/zaytun-international-academy/,2026-08-25
IN237,Ekya School - JP Nagar,"No. 16, 6Th B Main Rd, (Near Sai Baba Temple), Jp Nagar 3Rd Phase,Bangalore,560078,Karnataka,India",BENGALURU URBAN,KARNATAKA,560078,board,Lower Secondary / Upper Secondary,,2016-10-04,,https://connectedtot.com/find-a-cambridge-school/Details/ekya-school-jp-nagar/,2026-08-25
IN238,Delhi Public School Bangalore North,"Survey No. 35/1A, Sathanur Village,Jala Hobli, Bagalur Post,Bangalore North 562149,Karnataka,India",BENGALURU URBAN,KARNATAKA,562149,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2017-06-07,https://north.dpsbangalore.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-bangalore-north/,2026-08-25
IN239,World One School,"kondapur, hyderabad, 500084",HYDERABAD,TELANGANA,500084,board,Early Years / Primary / Lower Secondary,Day school,2018-07-10,https://worldoneschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/world-one-school/,2026-08-25
IN240,Pragnya Montessori School,"Plot No 45-50, Vishnu Priya Enclve, OPP INCOIS, Pragathi Nagar, hyderabad - 500090",MEDCHAL MALKAJGIRI,TELANGANA,500090,board,Lower Secondary / Upper Secondary,Day school,2019-03-15,http://www.pragnyamontessori.com/,https://connectedtot.com/find-a-cambridge-school/Details/pragnya-montessori-school/,2026-08-25
IN241,Elpro International School,"Elpro Compound,Chinchwad Gaon,Pune,Maharashtra,India 411033",PUNE,MAHARASHTRA,411033,board,Primary / Lower Secondary / Upper Secondary,,2018-08-02,,https://connectedtot.com/find-a-cambridge-school/Details/elpro-international-school/,2026-08-25
IN242,Mount Carmel International School,"Station Road, Agresan chowk, Akola 444001, Maharashtra, India",AKOLA,MAHARASHTRA,444001,board,Primary / Lower Secondary / Upper Secondary,Day school,2018-08-30,http://mountcarmelinternationalschoolakola.com/,https://connectedtot.com/find-a-cambridge-school/Details/mount-carmel-international-school/,2026-08-25
IN243,Suchitra Academy,"Suchitra Junction, Qutubullapur Mandal, Hyderabad, Telangana 500067",MEDCHAL MALKAJGIRI,TELANGANA,500067,board,Primary / Lower Secondary,Day school,2019-01-09,https://suchitra.in/,https://connectedtot.com/find-a-cambridge-school/Details/suchitra-academy/,2026-08-25
IN244,Oak Valley International School,"Vuda Colony, Pedagatyada, Gajuwaka, Visakhapatnam, 530026.",VISAKHAPATANAM,ANDHRA PRADESH,530026,board,Primary / Lower Secondary / Upper Secondary,Day school,2018-10-19,https://oakvalleyvizag.com/,https://connectedtot.com/find-a-cambridge-school/Details/oak-valley-international-school/,2026-08-25
IN246,Kulachi Hansraj Model School,"Ashok Vihar, Phase III,Delhi 110052,India",NORTH WEST,DELHI,110052,board,Primary / Lower Secondary / Upper Secondary,Day school,2018-11-30,http://khms.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/kulachi-hansraj-model-school/,2026-08-25
IN250,Aquinas International School,"Rosary Church Campus, M.G. Road,Goregoan West,Mumbai,Maharashtra 400104,India",MUMBAI SUBURBAN,MAHARASHTRA,400104,board,Primary / Lower Secondary,,2019-05-20,,https://connectedtot.com/find-a-cambridge-school/Details/aquinas-international-school/,2026-08-25
IN251,Rustomjee Cambridge International School,"Plot PS 209, Off. Narangi Bypass Rd, Opp. Avenue H, Global Ciy, Virar (W)",PALGHAR,MAHARASHTRA,401303,india_post_directory,Upper Secondary,Day school,2019-01-14,,https://connectedtot.com/find-a-cambridge-school/Details/rustomjee-cambridge-international-school-1/,2026-08-25
IN253,Kunskapsskolan International School,"KUNSKAPSSKOLAN INTERNATIONAL, GUL FARM COMPLEX, ADJACENT TO SECTOR 70A, GURUGRAM, HARYANA 122004",GURUGRAM,HARYANA,122004,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2018-09-13,https://ked.edu.in/international/,https://connectedtot.com/find-a-cambridge-school/Details/kunskapsskolan-international-school/,2026-08-25
IN264,Little Angels' International School,"CS No. 6 Part, Shastri Lane, Behind Manav Seva Sangh Hall, Sion, Mumbai, Maharashtra 400022",MUMBAI,MAHARASHTRA,400022,board,Early Years / Primary / Lower Secondary,Day school,2023-01-03,https://littleangels-sion.in/lais/,https://connectedtot.com/find-a-cambridge-school/Details/little-angels-international-school/,2026-08-25
IN268,The Levelfield School,"C/O Levelfield School,Husnabad, Suri, Birbhum,Suri,West Bengal,India,731101",BIRBHUM,WEST BENGAL,731101,board,Upper Secondary / Advanced,,2016-03-17,,https://connectedtot.com/find-a-cambridge-school/Details/the-levelfield-school/,2026-08-25
IN270,"GGN International School, Chromepet","No 1 Naidu Shop Road, Radha Nagar, Chromepet -44",CHENGALPATTU,TAMIL NADU,600044,india_post_directory,Primary / Lower Secondary / Upper Secondary,Day school,2016-11-15,http://www.ggnis.in/,https://connectedtot.com/find-a-cambridge-school/Details/ggn-international-school-chromepet/,2026-08-25
IN272,R N Shah International School,R N Shah International School,MUMBAI SUBURBAN,MAHARASHTRA,,,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2017-03-31,http://www.rnsis.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/r-n-shah-international-school/,2026-08-25
IN273,Neerja Modi School,"Paanch Batti Circle, Near Park Plaza, Ratanda, Jodhpur, 342001",JODHPUR,RAJASTHAN,342001,board,Upper Secondary,Day school,2017-03-24,http://www.nmsjodhpur.org/,https://connectedtot.com/find-a-cambridge-school/Details/neerja-modi-school/,2026-08-25
IN276,Sanskar School,"117-121 ,Vishwamitra Marg, Defence Colony, Sirsi Road, Jaipur 302021, Rajasthan",JAIPUR,RAJASTHAN,302021,board,Lower Secondary / Upper Secondary,Day school,2017-10-02,http://www.sanskarjpr.com/,https://connectedtot.com/find-a-cambridge-school/Details/sanskar-school/,2026-08-25
IN278,The Ardee School,"Yasho Bhawan,New Friends Colony,New Delhi 110025,India",South East,DELHI,110025,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2017-12-15,http://www.theardeeschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/the-ardee-school/,2026-08-25
IN281,Hopetown Girls' School,"Hopetown Girls' School, Rajawala Road, PO Selaqui, Dehradun 248011, Uttarakhand, India",DEHRADUN,UTTARAKHAND,248011,board,Lower Secondary / Upper Secondary / Advanced,Fully residential,2022-04-01,http://www.hopetown.in/,https://connectedtot.com/find-a-cambridge-school/Details/hopetown-girls-school/,2026-08-25
IN283,Birla Open Minds International School,"Survey No 192 & 193 Outer Ring Road Gachibowli, Kollur, Hyderabad, Telangana 502300",SANGAREDDY,TELANGANA,502300,board,Primary / Lower Secondary / Upper Secondary,Day school,2018-01-31,https://www.openminds-hyderabad.com/,https://connectedtot.com/find-a-cambridge-school/Details/birla-open-minds-international-school/,2026-08-25
IN286,Creative School,"# 83,84, L.G.Lake Dew,Bilishivale Village, Doddagubbi Post,Bangalore,Karnataka,India",BENGALURU URBAN,KARNATAKA,560077,india_post_directory,Primary / Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2018-03-05,,https://connectedtot.com/find-a-cambridge-school/Details/creative-school/,2026-08-25
IN290,The Plenum School,"Bagthan, District Sirmaur, Nahan 173001, Himachal Pradesh, India",SIRMAUR,HIMACHAL PRADESH,173001,board,Upper Secondary / Advanced,Fully residential,2018-09-28,http://www.theplenumschool.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-plenum-school/,2026-08-25
IN291,"Devamatha CMI International School, Thangaloor","Devamatha Cmi International School, Thangaloor P. O, Thrissur, Kerala - 680596",THRISSUR,KERALA,680596,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2018-01-06,http://www.idevamatha.com/,https://connectedtot.com/find-a-cambridge-school/Details/devamatha-cmi-international-school-thangaloor/,2026-08-25
IN292,Aravali International School Sector-81,"Block D, Sector 81, Faridabad, Haryana 121001, India",FARIDABAD,HARYANA,121001,board,Primary,Day school,2018-05-25,http://www.aravali.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/aravali-international-school-sector-81/,2026-08-25
IN293,Meru International School,"Sy. No. 97, P) & 98, Patancheru - Chandanagar Rd, adjacent to MY HOME JEWEL, Hafeezpet, Madeenaguda, Hyderabad, Telangana 500049",MEDCHAL MALKAJGIRI,TELANGANA,500049,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2018-10-15,https://meruinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/meru-international-school/,2026-08-25
IN296,Baldwin International School,"14, Hosur Rd,Richmond Town,Bangalore,560025 Karnataka,India",BENGALURU URBAN,KARNATAKA,560025,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2018-05-22,,https://connectedtot.com/find-a-cambridge-school/Details/baldwin-international-school/,2026-08-25
IN297,"Darbari Lal DAV Model School, Pitampura","DLDAV Model School, ND Block Pitampura, New Delhi",NORTH WEST,DELHI,,,Primary / Lower Secondary,Day school,2018-11-28,,https://connectedtot.com/find-a-cambridge-school/Details/darbari-lal-dav-model-school-pitampura/,2026-08-25
IN298,"DAV Public School,Pushpanjali Enclave","Pitampura New Delhi,Delhi 110034,India",NORTH WEST,DELHI,110034,board,Primary / Lower Secondary,,2018-11-05,https://davpushpanjali.in/,https://connectedtot.com/find-a-cambridge-school/Details/dav-public-schoolpushpanjali-enclave/,2026-08-25
IN299,The Cathedral And John Connon School,"6 Purushottamdas Thakurdas Marg, Mumbai, Maharashtra 400001, India",MUMBAI,MAHARASHTRA,400001,board,Upper Secondary,Day school,2018-11-15,https://cathedral-school.com/,https://connectedtot.com/find-a-cambridge-school/Details/the-cathedral-and-john-connon-school/,2026-08-25
IN307,Surya Varsani Academy,"Surya Village, Near Sanatorium, Bhuj-Mundra Highway Tehsil Bhuj, Sedata, Gujarat 370427",KACHCHH,GUJARAT,370427,board,Upper Secondary / Advanced,Fully residential,2018-04-07,https://sva.school/,https://connectedtot.com/find-a-cambridge-school/Details/surya-varsani-academy/,2026-08-25
IN308,Dreamtime Learning,"Plot 505, Road No. 22, Jubilee Hills, Hyderabad, Telangana 500033",HYDERABAD,TELANGANA,500033,board,Primary / Lower Secondary,Day school,2023-01-13,http://www.dreamtimelearningschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/dreamtime-learning/,2026-08-25
IN309,"Sishya, Adyar","Kit Thomas Educational Society,2 Padmanabha Nagar,2Nd Street, Adyar,Chennai 600020,India",CHENNAI,TAMIL NADU,600020,board,Early Years,,2023-05-11,,https://connectedtot.com/find-a-cambridge-school/Details/sishya-adyar/,2026-08-25
IN330,The Home School,"628/2C1B, 629/2B1, 629/2B3, Rakkiyapalayam, Kangeyam Road, Vijayapuram Post., Tirupur - 641606, Tamil Nadu",TIRUPPUR,TAMIL NADU,641606,board,Primary / Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2019-03-01,http://www.thehomeschool.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-home-school/,2026-08-25
IN331,Presidency Indo International School,"Thane Bhiwandi Bypass Highway, Elkunde, Bhiwandi, Dist. Thane, Maharashtra, India 421302",THANE,MAHARASHTRA,421302,board,Lower Secondary / Upper Secondary,Day school,2021-10-25,http://www.presidencyschools.in/,https://connectedtot.com/find-a-cambridge-school/Details/presidency-indo-international-school/,2026-08-25
IN334,The Indian Public School,"TIPS Chennai No. 50/51, First Main Road, Perungudi Industrial Estate, Perungudi, Chennai – 600 096.",CHENNAI,TAMIL NADU,600096,board,Upper Secondary / Advanced,Day school,2014-06-02,http://tipsglobal.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-indian-public-school-7/,2026-08-25
IN336,Seedling - The World School,"Prattappura, Sapettiya, Udaipur- 313001, Rajasthan",UDAIPUR,RAJASTHAN,313001,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2016-04-12,https://www.seedlingudaipur.org/,https://connectedtot.com/find-a-cambridge-school/Details/seedling-the-world-school/,2026-08-25
IN337,Heritage Girls School,"Heritage Girls School NH 8, Ekling ji, Udaipur (Rajasthan) 313202",RAJSAMAND,RAJASTHAN,313202,board,Upper Secondary / Advanced,Fully residential,2016-04-11,https://www.heritagegirlsschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/heritage-girls-school/,2026-08-25
IN338,"The Rajas International School, Kurichy","Kurichy, Sachovothamapuram PO, Mandiram Kavala, PIN 686578",KOTTAYAM,KERALA,686578,board,Lower Secondary / Upper Secondary / Advanced,Day school,2017-01-31,http://www.tris.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-rajas-international-school-kurichy/,2026-08-25
IN339,PNC Cognitio School,"#33, Srb Campus, Opp. Srb Gardenia, Kumbena Agarahara, Kadugodi (P), Bengaluru, Karnataka, 560067",BENGALURU RURAL,KARNATAKA,560067,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,,2017-03-09,https://www.pnccs.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/pnc-cognitio-school/,2026-08-25
IN358,Renaissance School,"Alipur Gijhauri, Meerut Road, Bulandshahr 203001",BULANDSHAHR,UTTAR PRADESH,203001,board,Primary,Day school,2017-03-10,http://renaissance-bsr.com/,https://connectedtot.com/find-a-cambridge-school/Details/renaissance-school/,2026-08-25
IN359,Ashoka Global Academy,"Arjun Nagar, Off Gangapur Road,Chandsi,Nasik,Maharashtra 422013,India",NASHIK,MAHARASHTRA,422013,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2017-10-10,,https://connectedtot.com/find-a-cambridge-school/Details/ashoka-global-academy/,2026-08-25
IN360,SVB's International School Dombivli,"Sankara Nagar, Kalyan-Shil Road, Opp. DNS Bank, Sonarpada,Dombivli (East), Thane 421203, Maharashtra",THANE,MAHARASHTRA,421203,board,Upper Secondary,Day school,2019-05-13,http://www.svbinternational.org/,https://connectedtot.com/find-a-cambridge-school/Details/svbs-international-school-dombivli/,2026-08-25
IN362,SAAMAR International Islamic School,"THANISANDRA MAIN ROAD, RAMA KRISHNA HEGDE NAGAR, BANGALORE - 560077",BENGALURU URBAN,KARNATAKA,560077,board,Upper Secondary,Day school,2015-03-31,http://www.saamar.com/,https://connectedtot.com/find-a-cambridge-school/Details/saamar-international-islamic-school/,2026-08-25
IN363,New Baldwin International Residential School,"Budigere Cross-Mandur Road Old Madras Road, Bangalore - 560049",BENGALURU RURAL,KARNATAKA,560049,board,Primary / Lower Secondary / Upper Secondary,Fully residential,2011-01-31,https://www.newbaldwingroupofinstitutions.org/Mandoor/,https://connectedtot.com/find-a-cambridge-school/Details/new-baldwin-international-residential-school/,2026-08-25
