centre_number,name,address,district,state,pincode,pincode_source,programmes,school_type,registered_on,website,source_url,captured_on
IA933,The Sagar School,,ALWAR,RAJASTHAN,,,,,2025-03-14,,https://connectedtot.com/find-a-cambridge-school/Details/the-sagar-school/,2026-08-25
IA934,Subodh Global School,"Dhankia Road, Ajmer Road, near Bad ke Balaji, Jaipur, Rajasthan 302026",JAIPUR,RAJASTHAN,302026,board,Primary / Lower Secondary,Day-cum-boarding,2025-03-20,https://www.subodhglobalschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/subodh-global-school/,2026-08-25
IA935,Neelan Global Pre K School,,CHENGALPATTU,TAMIL NADU,,,,,2025-03-25,,https://connectedtot.com/find-a-cambridge-school/Details/neelan-global-pre-k-school/,2026-08-25
IA936,upEducators,,PUNE,MAHARASHTRA,411006,board,,,2025-01-24,,https://connectedtot.com/find-a-cambridge-school/Details/upeducators/,2026-08-25
IA937,BVM GLOBAL SCHOOL,"BVM Global School Hullahalli Village Near Mylsandra Gate, 40/2 & 41/2 Electronic City Campus, Bengaluru Karnataka, 560083 India",BENGALURU URBAN,KARNATAKA,560083,board,Primary,Day school,2024-12-20,https://bengaluru.bvmglobal.org/,https://connectedtot.com/find-a-cambridge-school/Details/bvm-global-school/,2026-08-25
IA938,CLS Pathania Public School IA938,,ROHTAK,HARYANA,124001,board,,,2025-02-11,,https://connectedtot.com/find-a-cambridge-school/Details/cls-pathania-public-school-ia938/,2026-08-25
IA939,Dass & Brown Experiential Learning School,"MDC, Sector 6 (Near It Park - Chandigarh), Panchkula, Haryana, 134114",PANCHKULA,HARYANA,134114,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2025-07-31,https://www.dassandbrownschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/dass-brown-experiential-learning-school/,2026-08-25
IA941,"Dalimss Sunbeam School, Sigra",,VARANASI,UTTAR PRADESH,221010,india_post_directory,,,2025-03-31,,https://connectedtot.com/find-a-cambridge-school/Details/dalimss-sunbeam-school-sigra/,2026-08-25
IA947,Gitanjali High School,"Survey No, 710 Mandal, Bowrampet, Dundigal, Hyderabad, Telangana 500043, Hyderabad, Telangana, 500043",MEDCHAL MALKAJGIRI,TELANGANA,500043,board,Early Years / Primary,Day school,2025-05-21,https://gisbowrampet.com/,https://connectedtot.com/find-a-cambridge-school/Details/gitanjali-high-school/,2026-08-25
IA948,National Public School,"NPS - National Public School, Nehru Outer Ring Rd, near Narsing, Puppalguda, Hyderabad, Telangana 500089",RANGA REDDY,TELANGANA,500089,board,Early Years / Primary,Day school,2025-05-21,https://www.npshyderabad.com/,https://connectedtot.com/find-a-cambridge-school/Details/national-public-school-2/,2026-08-25
IA949,Delhi Public School,"1/12 SECTOR 1 VARDAN KHAND, GOMTI NAGAR, LUCKNOW",LUCKNOW,UTTAR PRADESH,226010,india_post_directory,Primary,Day school,2025-04-28,https://www.dpsgnext.com/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-gomti-nagar-extension-lucknow/,2026-08-25
IA950,"Slate The School, Vijayawada",,NTR,ANDHRA PRADESH,,,,,,,https://connectedtot.com/find-a-cambridge-school/Details/slate-the-school-vijayawada/,2026-08-25
IA951,Linden Montessori,"18 NCPR, Layout Doddenkundi, Mahadevapura, Bangalore, Karnataka - 560048, Bangalore, Karnataka, 560048",BENGALURU URBAN,KARNATAKA,560048,board,Primary,Day school,2025-11-19,https://lindenmontessori.com/,https://connectedtot.com/find-a-cambridge-school/Details/linden-montessori/,2026-08-25
IA959,Edify World School Whitefield,"EDIFY WORLD SCHOOL WHITEFIELD ,KANNAMANGALA LAKE ,BANGALORE, Bangalore, Karnataka, 560067",BENGALURU RURAL,KARNATAKA,560067,board,Lower Secondary,Day school,2026-01-16,http://edifyworldschoolwhitefield.com/,https://connectedtot.com/find-a-cambridge-school/Details/edify-world-school-whitefield/,2026-08-25
IN006,The Galaxy School - Wadi,"Near Bhalodia Farm, Off. Jamnagar Rajkot Highway, PO Taraghadi, TA Paddhari, Rajkot 360110",RAJKOT,GUJARAT,360110,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-08-27,http://wadi.tges.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-galaxy-school-wadi/,2026-08-25
IN013,Canadian International School,"4 & 20 Machenahalli, Yelahanka,Bangalore,560 064,India",BENGALURU URBAN,KARNATAKA,560064,board,Primary / Lower Secondary / Upper Secondary,,2008-08-29,,https://connectedtot.com/find-a-cambridge-school/Details/canadian-international-school/,2026-08-25
IN015,"Sri Sankara Global Academy, Pammal","First Cross Street,Sankara Nagar, Pammal, Chennai, Tamil Nadu",CHENGALPATTU,TAMIL NADU,600075,india_post_directory,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-07-20,http://www.ssgacie.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/sri-sankara-global-academy-pammal/,2026-08-25
IN016,Lucky International School,"Sector 8, Kuri Bhagtasani, Jodhpur, Rajasthan 342005",JODHPUR,RAJASTHAN,342005,board,Lower Secondary / Upper Secondary / Advanced,Day school,2015-07-31,http://www.luckyinternationalschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/lucky-international-school/,2026-08-25
IN018,Crimson Anisha Global School,"Life Republic Township, Marunji, Marunji – Kasarsai Road, 411057",PUNE,MAHARASHTRA,411057,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-07-28,https://cagschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/crimson-anisha-global-school/,2026-08-25
IN019,Saint Msg Glorious International School,Sirsa 125055,SIRSA,HARYANA,125055,board,Lower Secondary / Upper Secondary / Advanced,Day-cum-boarding,2015-10-05,http://www.saintmsgis.com/,https://connectedtot.com/find-a-cambridge-school/Details/saint-msg-glorious-international-school/,2026-08-25
IN020,"City Montessori School, Lucknow","1/07, Vardan Khand,Gomti Nagar Extension,Lucknow - 226010,Uttar Pradesh,India",LUCKNOW,UTTAR PRADESH,226010,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-10-12,https://cmseducation.org/cambridge/,https://connectedtot.com/find-a-cambridge-school/Details/city-montessori-school-lucknow/,2026-08-25
IN023,"CS Academy, Kovaipudur","262, VLB Engineering College Road,Kovaipudur,Coimbatore, Tamil Nadu,641042",COIMBATORE,TAMIL NADU,641042,board,Primary / Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2016-03-03,https://csacademy.in/,https://connectedtot.com/find-a-cambridge-school/Details/cs-academy-kovaipudur/,2026-08-25
IN024,Oasis Educational Institute,"House No 38 Gogji Bagh,Srinagar ,Jammu and Kashmir, India",SRINAGAR,JAMMU AND KASHMIR,,,Early Years / Primary,Day school,2016-01-07,http://www.oasissgr.in/,https://connectedtot.com/find-a-cambridge-school/Details/oasis-educational-institute/,2026-08-25
IN026,The Gaudium School,"The Gaudium School Kollur Campus: Survey No 25/A, Velimela Village RC Puram Mandal Sanga Reddy District Hyderabad 502300.",SANGAREDDY,TELANGANA,502300,board,Lower Secondary / Upper Secondary,Day school,2016-06-04,http://www.thegaudium.com/,https://connectedtot.com/find-a-cambridge-school/Details/the-gaudium-school/,2026-08-25
IN029,St. Stanislaus International School,"65 Ramdas Nayak Marg (Hill Road),Bandra West,Mumbai,Maharashtra, India",MUMBAI SUBURBAN,MAHARASHTRA,400050,india_post_directory,Primary / Lower Secondary / Upper Secondary,Day school,2016-04-14,,https://connectedtot.com/find-a-cambridge-school/Details/st-stanislaus-international-school/,2026-08-25
IN034,Amity Global School,"Amity Global School, Main Sector Road 4, Sector 46, Gurgaon (122002), India",GURUGRAM,HARYANA,122002,board,Lower Secondary / Upper Secondary,Day school,2009-04-22,https://amityglobalschoolgurgaon.com/,https://connectedtot.com/find-a-cambridge-school/Details/amity-global-school/,2026-08-25
IN036,Step By Step School,"Step By Step School, Plot A-10, Sector - 132, Taj Expressway, Noida - 201303",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201303,board,Upper Secondary,Day school,2009-02-13,https://stepbystep.school/,https://connectedtot.com/find-a-cambridge-school/Details/step-by-step-school/,2026-08-25
IN037,SMT PS Shivashankarappa English Residential School,"Bea, Pssem Residential School,Tholahunse Davangere,577002,Karnataka,India",DAVANGERE,KARNATAKA,577002,board,,,2009-02-09,,https://connectedtot.com/find-a-cambridge-school/Details/smt-ps-shivashankarappa-english-residential-school/,2026-08-25
IN039,APL Global School,"No. 697/3,Anand Nagar Main Road,Thoraipakkam,Chennai 600097, India",CHENNAI,TAMIL NADU,600097,board,Lower Secondary / Upper Secondary / Advanced,Day school,2009-01-13,http://www.aplglobalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/apl-global-school/,2026-08-25
IN073,Oakridge International School,"C/O Oakridge Educational Society,Near Nh-16, Maharaja Pet Junction,Tagarapuvalasa,Visakhapatnam - 531162,Andhra Pradesh,India",VIZIANAGARAM,ANDHRA PRADESH,531162,board,Primary / Lower Secondary / Upper Secondary,,2008-12-12,,https://connectedtot.com/find-a-cambridge-school/Details/oakridge-international-school-2/,2026-08-25
IN074,Mahatma Gandhi International School,"Krupashankar Joshi Marg, kalyan Society, Mithakhali, Navrangpura, Ahmedabad, Gujarat",AHMADABAD,GUJARAT,,,Primary / Lower Secondary,Day school,2008-12-10,https://www.mgis.in/,https://connectedtot.com/find-a-cambridge-school/Details/mahatma-gandhi-international-school/,2026-08-25
IN075,Prabhavati Padamshi Soni International Junior College,"East West Road No. 3, JVPD Scheme, Juhu, Mumbai – 400049",MUMBAI SUBURBAN,MAHARASHTRA,400049,board,Advanced,Day school,2008-09-18,https://ppsijc.org/,https://connectedtot.com/find-a-cambridge-school/Details/prabhavati-padamshi-soni-international-junior-college/,2026-08-25
IN076,Ajmera Global School,"Yogi Nagar, Eksar Road, Borivali - West, Mumbai 400092",MUMBAI SUBURBAN,MAHARASHTRA,400092,board,Lower Secondary / Upper Secondary / Advanced,Day school,2008-10-13,http://www.ajmeraglobalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/ajmera-global-school/,2026-08-25
IN077,"Jankidevi Public School, Jaipur","Sector No.19,Pratapnagar, Sanganer,Jaipur,Rajasthan,302 033,India",JAIPUR,RAJASTHAN,302033,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2009-01-13,,https://connectedtot.com/find-a-cambridge-school/Details/jankidevi-public-school-jaipur/,2026-08-25
IN078,Centre For Learning,"Varadenahalli,Bachenahatti Post,Magadi Taluk,Ramanagara District,Karnataka 562120,India",RAMANAGARA,KARNATAKA,562120,board,Upper Secondary / Advanced,,2008-10-03,,https://connectedtot.com/find-a-cambridge-school/Details/centre-for-learning/,2026-08-25
IN080,Kiit International School,"Campus - 9 At / Po Kiit,Patia,Bhubaneswar, Orissa,India",KHORDHA,ODISHA,751024,india_post_directory,Upper Secondary,Fully residential,2008-10-30,http://www.kiitis.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/kiit-international-school/,2026-08-25
IN081,Thakur School of Global Education,"Zagdu Singh Charitable Trust T/A,C.T.S. No. 1299, Shivaji Road,Off. M.G.Road,Kandivali (W),Mumbai 400067, India",MUMBAI SUBURBAN,MAHARASHTRA,400067,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2008-11-27,,https://connectedtot.com/find-a-cambridge-school/Details/thakur-school-of-global-education/,2026-08-25
IN084,Bright Start Fellowship International School,"Fellowship Society Campus,August Kranti Maidan,Gowalia Tank,Mumbai 400 036,India",,MAHARASHTRA,400036,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2009-01-13,,https://connectedtot.com/find-a-cambridge-school/Details/bright-start-fellowship-international-school/,2026-08-25
IN085,"Podar International School, Seawood","Plot No. 30, Sector 36,Seawood,Nerul (W),Navi Mumbai, India",THANE,MAHARASHTRA,400706,same_school_other_board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2009-03-27,,https://connectedtot.com/find-a-cambridge-school/Details/podar-international-school-seawood/,2026-08-25
IN086,Kasiga School,"Village Purukul,Off Dehradun Mussorie Highway,Dehradun, 248009,Uttarakhand,India",DEHRADUN,UTTARAKHAND,248009,board,Lower Secondary / Upper Secondary / Advanced,,2009-04-07,,https://connectedtot.com/find-a-cambridge-school/Details/kasiga-school/,2026-08-25
IN087,"Cambridge International School, Dasuya","Cambridge International School, Hazipur Road Dasuya",HOSHIARPUR,PUNJAB,,,Upper Secondary / Advanced,Day school,2009-04-22,http://www.cisdasuya.com/,https://connectedtot.com/find-a-cambridge-school/Details/cambridge-international-school-dasuya/,2026-08-25
IN088,CHIREC International,"Survey No. 73, Sudarshan Nagar, Serilingampally, Hyderabad -500133",MEDCHAL MALKAJGIRI,TELANGANA,500133,board,Primary / Lower Secondary / Upper Secondary,Day school,2009-04-30,https://www.chirec.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/chirec-international/,2026-08-25
IN089,"Velammal Global School, Puzhal","46, Ambattur-Redhills Road, Puzhal, Chennai, Tamil Nadu - 600066, India",CHENNAI,TAMIL NADU,600066,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2015-08-07,https://velammal.org/global-puzhal/,https://connectedtot.com/find-a-cambridge-school/Details/velammal-global-school-puzhal/,2026-08-25
IN091,Laxmi Global School,"POST BAG 15, PO SARIGAM, PIN -396155, DISTRICT-VALSAD, TALUKA- UMBERGAON, GUJARAT, INDIA",VALSAD,GUJARAT,396155,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-07-27,http://lgs.laxmi.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/laxmi-global-school/,2026-08-25
IN094,Foundation World School,"Foundation World School, Mamath, Budgam – 191111",Budgam,JAMMU AND KASHMIR,191111,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-04-12,https://foundationworldschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/foundation-world-school/,2026-08-25
IN096,Amulakh Amichand International School,"76-A,Rafi Ahmed Kidwai Road,Next To Sndt College,Matunga, Mumbai - 400019,Maharashtra,India",MUMBAI,MAHARASHTRA,400019,board,Primary / Lower Secondary / Upper Secondary,,2015-11-20,,https://connectedtot.com/find-a-cambridge-school/Details/amulakh-amichand-international-school/,2026-08-25
IN097,"Chirec International School, Gachibowli","Chirec International School,1 - 55 / 12, Chirec Avenue,Kondapur, Kothaguda,Hyderabad - 500 084,India",HYDERABAD,TELANGANA,500084,board,Primary,,2016-01-14,,https://connectedtot.com/find-a-cambridge-school/Details/chirec-international-school-gachibowli/,2026-08-25
IN099,Satpuda Valley School,"Itarsi Road, Sonaghati, Betul, Madhya Pradesh",BETUL,MADHYA PRADESH,,,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2016-12-06,,https://connectedtot.com/find-a-cambridge-school/Details/satpuda-valley-school/,2026-08-25
IN101,Mussoorie International School,"Srinagar Estate,Near Polo Ground,Mussoorie 248 179,Uttaranchal,India",DEHRADUN,UTTARAKHAND,248179,board,Upper Secondary / Advanced,,2005-08-23,,https://connectedtot.com/find-a-cambridge-school/Details/mussoorie-international-school/,2026-08-25
IN102,Good Shepherd International School,"Good Shepherd Knowledge Village, M Palada P.O., Ootacamund, The Nilgiris, Tamil Nadu, India",THE NILGIRIS,TAMIL NADU,643004,same_school_other_board,Lower Secondary / Upper Secondary,Fully residential,2001-12-17,http://www.gsis.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/good-shepherd-international-school/,2026-08-25
IN103,Ujwal Trust (Mallya Aditi International School),"Ujwal Trust Mallya Aditi Int. School,Post Box No 6427,Yelahanka New Town,Bangalore - 560106,Karnataka, India",BENGALURU URBAN,KARNATAKA,560106,board,Upper Secondary / Advanced,,2001-12-14,,https://connectedtot.com/find-a-cambridge-school/Details/ujwal-trust-mallya-aditi-international-school/,2026-08-25
IN105,Hebron School,"Lushington Hall, Ootacamandalum, Tamil Nadu, India, 643001",THE NILGIRIS,TAMIL NADU,643001,board,Upper Secondary / Advanced,Fully residential,2001-12-18,http://www.hebronooty.org/,https://connectedtot.com/find-a-cambridge-school/Details/hebron-school/,2026-08-25
IN109,National Academy for Learning,"3Rd Cross, 3Rd Block, 3Rd Stage,Basaveshwarnagar,Bangalore 560079",BENGALURU URBAN,KARNATAKA,560079,board,Upper Secondary / Advanced,Day school,2010-11-25,http://www.nafl.in/,https://connectedtot.com/find-a-cambridge-school/Details/national-academy-for-learning/,2026-08-25
IN119,Heritage International Xperiential School,"Heritage International Xperiential School, HIXS Middle & Senior Campus, Heritage Avenue, near Sec 58, Gurugram - 122102",GURUGRAM,HARYANA,122102,board,Lower Secondary / Upper Secondary,Day school,2016-03-17,https://hixs.org/,https://connectedtot.com/find-a-cambridge-school/Details/heritage-international-xperiential-school/,2026-08-25
IN125,"The British School, New Delhi","Dr Jose P Rizal Marg,Chanaykapuri,New Delhi,110 021,India",NEW DELHI,DELHI,110021,board,Primary / Lower Secondary / Upper Secondary,,2001-11-13,,https://connectedtot.com/find-a-cambridge-school/Details/the-british-school-new-delhi/,2026-08-25
IN137,Avasara Leadership Institute,"Lavale Village, Pune - 412115",PUNE,MAHARASHTRA,412115,board,Lower Secondary / Upper Secondary / Advanced,Day school,2016-03-09,https://avasara.in/,https://connectedtot.com/find-a-cambridge-school/Details/avasara-leadership-institute/,2026-08-25
IN138,School Of Excellence,"wadhwan kothariya highway near 66 Kv substation, behingd Pandit Nathulal ji vyas technical campus",SURENDRANAGAR,GUJARAT,363030,india_post_directory,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2016-04-25,http://schoolofexcellence.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/school-of-excellence/,2026-08-25
IN139,Indirapuram Public School,"Indirapuram Public School6, Nyay Khand 1, Indirapuram, Ghaziabad, Ghaziabad, Uttar Pradesh, 201014",GHAZIABAD,UTTAR PRADESH,201014,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2016-01-09,http://www.ipsindirapuramncr.com/,https://connectedtot.com/find-a-cambridge-school/Details/indirapuram-public-school/,2026-08-25
IN141,American Education Society,"Am. Ed. Soc., Bombay Cambridge School,Rabindranath Tagore Marg, Opp Sahar Rd,An Dheri East, Mumbai,400099,Maharashtra,India",MUMBAI SUBURBAN,MAHARASHTRA,400099,board,,,2017-04-25,,https://connectedtot.com/find-a-cambridge-school/Details/american-education-society/,2026-08-25
IN143,Doon International School - Riverside Campus,"Pondha, 4 Km From Nanda Ki Chowki towards Petroleum University, Dehradun - 248007, Uttarakhand, India",DEHRADUN,UTTARAKHAND,248007,board,Primary / Lower Secondary,Fully residential,2022-10-11,http://www.disriverside.com/,https://connectedtot.com/find-a-cambridge-school/Details/doon-international-school-riverside-campus/,2026-08-25
IN146,KGT International School,"Yashwant Bhavan, Pandurang Budhkar Marg, Century Mills, Lower Parel, Mumbai, Maharashtra 400013",MUMBAI,MAHARASHTRA,400013,board,Primary / Lower Secondary / Upper Secondary,Day school,2017-03-09,http://kgti.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/kgt-international-school/,2026-08-25
IN148,"Alpha International School, Sembakkam","No 151, Tambaram Velachery Main Road,Sembakkam, Chennai,Tamil Nadu,India",CHENGALPATTU,TAMIL NADU,,,Primary,Day school,2017-06-02,https://alphagroup.edu/international/,https://connectedtot.com/find-a-cambridge-school/Details/alpha-international-school-sembakkam/,2026-08-25
IN149,Vishwa Vidyapeeth,"Vishwa Vidyapeeth, Sy No 65, Singanayakanahalli, Doddaballapur Road, Yelahanka, Bengaluru, Karnataka, India 560064",BENGALURU URBAN,KARNATAKA,560064,board,Primary / Lower Secondary / Upper Secondary,Day school,2017-02-08,https://cambridge.vishwavidyapeeth.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/vishwa-vidyapeeth/,2026-08-25
IN153,The Shriram Millennium School,"Plot S- 1, Sector 135, Noida, Off Greater Noida Expressway, Uttar Pradesh, 201301",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201301,board,Lower Secondary / Upper Secondary,Day school,2017-01-23,http://www.tsms.org.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-shriram-millennium-school/,2026-08-25
IN158,Sri Prakash Vidyaniketan,"50-19-9/1, TPT COLONY, SEETHAMMADHARA, VISAKHAPATNAM 530013.",VISAKHAPATANAM,ANDHRA PRADESH,530013,board,Primary / Lower Secondary,Day school,2018-03-26,http://www.sriprakashschools.com/,https://connectedtot.com/find-a-cambridge-school/Details/sri-prakash-vidyaniketan/,2026-08-25
IN159,Gobindgarh Public School,"GT, Mandi Gobindgarh, Punjab.",FATEHGARH SAHIB,PUNJAB,,,Primary / Lower Secondary / Upper Secondary,Day school,2017-03-30,http://www.gpsgobindgarh.in/,https://connectedtot.com/find-a-cambridge-school/Details/gobindgarh-public-school/,2026-08-25
IN161,Seedling Modern International Academy,"Ashok Marg,Mahaveer Nagar-Ii,Durgapura,Jaipur - 302018,Rajasthan,India",JAIPUR,RAJASTHAN,302018,board,Primary / Lower Secondary,,2017-03-20,,https://connectedtot.com/find-a-cambridge-school/Details/seedling-modern-international-academy/,2026-08-25
IN167,Maharaja Agarsain Public School,"Maharaja Agarsain Public SchoDr Bhim Rao Ambedkar Marg, Near MAJOR DHYAN CHAND SPORTS COMPLEX, Ashok Vihar IV,Delhi, 110052, India",NORTH WEST,DELHI,110052,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2017-04-27,,https://connectedtot.com/find-a-cambridge-school/Details/maharaja-agarsain-public-school/,2026-08-25
IN168,Sacred Heart Convent International School,"P.O. Box 370, Sarabha Nagar, Ludhiana - 141001, Punjab, India",LUDHIANA,PUNJAB,141001,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2017-04-26,https://sacredheartconventinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/sacred-heart-convent-international-school/,2026-08-25
IN169,BCM ARYA INTERNATIONAL SCHOOL,"Model Town, Shastri Nagar, Ludhiana - 141002, Punjab, India",LUDHIANA,PUNJAB,141002,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,,2017-05-04,,https://connectedtot.com/find-a-cambridge-school/Details/bcm-arya-international-school/,2026-08-25
IN171,The Northstar School,"Kasturbadham, Rajkot-Bhavnagar, Highway, Rajkot, Gujarat 360020",RAJKOT,GUJARAT,360020,board,Lower Secondary / Upper Secondary / Advanced,Day school,2016-10-01,https://northstar.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-northstar-school/,2026-08-25
IN172,King's College India,"A1, Sector 5, Rohtak, Haryana, 124001",ROHTAK,HARYANA,124001,board,Primary / Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2017-03-31,https://www.kingscollegeindia.in/,https://connectedtot.com/find-a-cambridge-school/Details/kings-college-india/,2026-08-25
IN173,Nehru World School,"E Block, Shastri Nagar, Ghaziabad, 201002, Uttar Pradesh, India",GHAZIABAD,UTTAR PRADESH,201002,board,Primary / Lower Secondary / Upper Secondary,Day school,2017-03-30,http://www.nehruworldschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/nehru-world-school/,2026-08-25
IN174,Delhi Public School Nacharam,"Plot No. 44, 42 A,Behind Nacharam Telephone Exchange,Nacharam, Uppal Mandal, Medchal District Telangana 500076,India",MEDCHAL MALKAJGIRI,TELANGANA,500076,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,,2017-05-12,https://www.dpsnacharam.in/cambridge/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-nacharam/,2026-08-25
IN175,C P Goenka International School,"C P Goenka International School,Behind Mapple Hotel,Ubale Nagar,Wagholi,Pune 412207",PUNE,MAHARASHTRA,412207,board,Lower Secondary / Upper Secondary / Advanced,Day school,2017-11-08,https://www.cpgoenkainternationalschool.com/international-school-in-pune/,https://connectedtot.com/find-a-cambridge-school/Details/c-p-goenka-international-school/,2026-08-25
IN176,Paradise School Goa,"Paradise School Goa, Risila Maison, HNO 319/A, Lopes Waddo, Canca Verla, Bardez, GOA 403510",NORTH GOA,GOA,403510,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2017-02-10,https://paradiseschoolgoa.com/,https://connectedtot.com/find-a-cambridge-school/Details/paradise-school-goa/,2026-08-25
IN179,Delhi Public School Bangalore East,"Survey No.43/1B&45 Sulikunte Village, Dommasandra Post,Sarjapura Road,Bangalore East,Karnataka - 562125,India",BENGALURU URBAN,KARNATAKA,562125,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2017-06-13,https://east.dpsbangalore.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-bangalore-east/,2026-08-25
IN183,Chanakya The Global School for Intellectuals,"Shiragaon, New Satpati Road, Complex Name,Palghar West,Maharashtra - 401404,India",PALGHAR,MAHARASHTRA,401404,board,Primary,Day school,2017-07-06,https://www.chanakyatheglobalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/chanakya-the-global-school-for-intellectuals/,2026-08-25
IN185,"Podar ORT International School, Worli","PODAR-ORT School Building 68, Worli Hill Estate, Worli, Mumbai, Maharashtra 400018",MUMBAI,MAHARASHTRA,400018,board,Upper Secondary,Day school,2017-11-02,https://podarworli.org/,https://connectedtot.com/find-a-cambridge-school/Details/podar-ort-international-school-worli/,2026-08-25
IN186,Mahatma Global Gateway,"Mahatma Global Gateway - CIE , Sivaganga Road , Veerapanjan, Madurai- 625020",MADURAI,TAMIL NADU,625020,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2018-05-04,https://mahatmaschools.com/,https://connectedtot.com/find-a-cambridge-school/Details/mahatma-global-gateway/,2026-08-25
IN189,Epistemo Vikas Leadership School,"Plot #B4, Nallagandla Residential Complex, HUDA Layout, Aparna Cyber Life Opposite Lane, Nallagandla, Serilingampally, Hyderabad, Telangana-500019",RANGA REDDY,TELANGANA,500019,board,Primary / Lower Secondary / Upper Secondary,Day school,2018-01-31,http://www.epistemo.in/,https://connectedtot.com/find-a-cambridge-school/Details/epistemo-vikas-leadership-school/,2026-08-25
IN190,Shantiniketan International School,"35-25, GK colony, Neredmet, Secunderabad,- 500056",HYDERABAD,TELANGANA,500056,board,Lower Secondary / Upper Secondary / Advanced,Day school,2018-02-07,http://www.snis.org.in/,https://connectedtot.com/find-a-cambridge-school/Details/shantiniketan-international-school/,2026-08-25
IN192,Solitaire Global Schools,"Sri Sai Janachitanya Colony,Golden Heights Colony,Upparpally,Hyderabad,Telangana 500030,India",RANGA REDDY,TELANGANA,500030,board,Early Years / Lower Secondary / Upper Secondary / Advanced,,2018-02-05,https://www.solitaireglobalschools.com/campuses/attapur-campus/,https://connectedtot.com/find-a-cambridge-school/Details/solitaire-global-schools/,2026-08-25
IN194,"DNV International Academy, Pennagaram","DNV Nagar, Dharmapuri-636701, Tamil Nadu, India.",DHARMAPURI,TAMIL NADU,636701,board,Primary / Lower Secondary / Upper Secondary,Day school,2018-05-25,http://www.dnvina.com/,https://connectedtot.com/find-a-cambridge-school/Details/dnv-international-academy-pennagaram/,2026-08-25
IN196,SNBP World School,"Cis Education Sp. Z O.O T/A,Sr. No. 29/2, Off. Pimple Saudagar - Rahatani Link Road,Pune - 411017,Maharashtra,India",PUNE,MAHARASHTRA,411017,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2018-02-19,,https://connectedtot.com/find-a-cambridge-school/Details/snbp-world-school/,2026-08-25
IN197,JS Global School,"No.1, Lake View Road, ( Opp to Ponniyamman Kovil, Old Mahabalipuram Rd, Sholinganallur, Chennai, Tamil Nadu 600119",CHENNAI,TAMIL NADU,600119,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2018-08-02,https://jsglobalschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/js-global-school/,2026-08-25
