cisce_code,name,address,locality,district,state,pincode,pincode_source,courses,classification,gender,on_current_register,latitude,longitude,website,source_url,captured_on
JH053,Ramakrishna Mission English School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.7941746,86.1793377,,https://locate.cisce.org/,2026-08-25
JH054,Tagore Academy,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8095156,86.2030856,,https://locate.cisce.org/,2026-08-25
JH055,Madhusthali Vidyapeeth,"Madhupur, Deoghar, Jharkhand, 815 353, India",Madhupur,Deoghar,Jharkhand,815353,board,ICSE / ISC,Day/Residential,Girls,true,24.2659039,86.6467108,https://www.madhusthali.edu.in,https://locate.cisce.org/,2026-08-25
JH056,Kerala Public School,"Jamshedpur, East Singhbhum, Jharkhand, 832 110, India",Jamshedpur,East Singhbhum,Jharkhand,832110,board,ICSE / ISC,Day,Co-ed.,true,22.8363203,86.2054078,,https://locate.cisce.org/,2026-08-25
JH057,Ramakrishna Mission English School,"Jamshedpur, East Singhbhum, Jharkhand, 831 009, India",Jamshedpur,East Singhbhum,Jharkhand,831009,board,ICSE / ISC,Day,Co-ed.,true,22.8027208,86.2252747,,https://locate.cisce.org/,2026-08-25
JH058,Ramakrishna Vivekananda Sarada Vidyapith,"EAST SINGHBHUM, East Singhbhum, Jharkhand, 832 303, India",EAST SINGHBHUM,East Singhbhum,Jharkhand,832303,board,ICSE,Day,Co-ed.,true,22.6295086,86.4664177,,https://locate.cisce.org/,2026-08-25
JH059,Sister Nivedita English High School,"Jamshedpur, East Singhbhum, Jharkhand, 831 007, India",Jamshedpur,East Singhbhum,Jharkhand,831007,board,ICSE,Day,Co-ed.,true,22.7724451,86.2090605,,https://locate.cisce.org/,2026-08-25
JH060,Vivekananda English High School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE,Day,Co-ed.,true,22.8117706,86.2046418,,https://locate.cisce.org/,2026-08-25
JH061,Bishop Westcott School,"Via Khunti, Ranchi, Jharkhand, 835 210, India",Via Khunti,Ranchi,Jharkhand,835210,board,ICSE,Residential,Co-ed.,true,23.3537041,85.2992695,https://www.bishopwestcottschoolsoeko.org,https://locate.cisce.org/,2026-08-25
JH062,Don Bosco Academy,"RANCHI, Ranchi, Jharkhand, 829 208, India",RANCHI,Ranchi,Jharkhand,829208,board,ICSE,Day,Co-ed.,true,23.6498584,84.9440346,https://www.donboscoranchi.org,https://locate.cisce.org/,2026-08-25
JH063,St. John's High School,"Jamshedpur, East Singhbhum, Jharkhand, 831 006, India",Jamshedpur,East Singhbhum,Jharkhand,831006,board,ICSE / ISC,Day,Co-ed.,true,22.759344,86.1904324,,https://locate.cisce.org/,2026-08-25
JH065,Kerala Public School,"Jamshedpur, East Singhbhum, Jharkhand, 831 005, India",Jamshedpur,East Singhbhum,Jharkhand,831005,board,ICSE / ISC,Day,Co-ed.,true,22.8096432,86.1603645,,https://locate.cisce.org/,2026-08-25
JH066,River View English School,"Jamshedpur, East Singhbhum, Jharkhand, 831 005, India",Jamshedpur,East Singhbhum,Jharkhand,831005,board,ICSE,Day,Co-ed.,true,22.7968602,86.1732685,,https://locate.cisce.org/,2026-08-25
JH067,Edwards English School,"JAMTARA, Jamtara, Jharkhand, 815 351, India",JAMTARA,Jamtara,Jharkhand,815351,board,ICSE,Day,Co-ed.,true,23.9400259,86.9123195,,https://locate.cisce.org/,2026-08-25
JH068,W. John Multipurpose Boarding School,"Ranchi, Ranchi, Jharkhand, 835 303, India",Ranchi,Ranchi,Jharkhand,835303,board,ICSE,Day/Residential,Co-ed.,true,23.3240036,85.1886982,https://www.wjohnschool.org,https://locate.cisce.org/,2026-08-25
JH069,Carmel School,"Bokaro Thermal, Bokaro, Jharkhand, 829 107, India",Bokaro Thermal,Bokaro,Jharkhand,829107,board,ICSE / ISC,Day,Co-ed.,true,23.7978583,85.8844404,https://www.carmelbokaro.com,https://locate.cisce.org/,2026-08-25
JH070,Carmel School,"Namkum, Ranchi, Jharkhand, 834 010, India",Namkum,Ranchi,Jharkhand,834010,board,ICSE,Day,Girls,true,23.35428,85.3513468,,https://locate.cisce.org/,2026-08-25
JH071,St. Xavier's English School,"Chaibasa, West Singhbhum, Jharkhand, 833 201, India",Chaibasa,West Singhbhum,Jharkhand,833201,board,ICSE / ISC,Day,Co-ed.,true,22.5488813,85.8091193,https://www.stxaviersenglishschool.ac.in,https://locate.cisce.org/,2026-08-25
JH072,Bishop Westcott Girls' School,"RANCHI, Ranchi, Jharkhand, 834 002, India",RANCHI,Ranchi,Jharkhand,834002,board,ICSE,Day,Co-ed.,true,23.333111,85.2980494,,https://locate.cisce.org/,2026-08-25
JH073,N. E. L. C. Don Bosco School,"P. O. Dumka, Dumka, Jharkhand, 814 101, India",P. O. Dumka,Dumka,Jharkhand,814101,board,ICSE / ISC,Day,Co-ed.,true,24.2684794,87.2488088,https://www.nelcdonbosco.in,https://locate.cisce.org/,2026-08-25
JH074,R.V.S. Academy,"Jamshedpur, East Singhbhum, Jharkhand, 831 018, India",Jamshedpur,East Singhbhum,Jharkhand,831018,board,ICSE / ISC,Day,Co-ed.,true,22.8415836,86.2325295,https://www.rvsacademy.com,https://locate.cisce.org/,2026-08-25
JH075,Mazzarello School,"RANCHI, Ranchi, Jharkhand, 834 010, India",RANCHI,Ranchi,Jharkhand,834010,board,ICSE,Day,Co-ed.,true,23.272858,85.3826164,http://Mazzarello School. com,https://locate.cisce.org/,2026-08-25
JH076,METAS ADVENTIST SCHOOL,"Baragain, Ranchi, Jharkhand, 834 009, India",Baragain,Ranchi,Jharkhand,834009,board,ICSE / ISC,Day,Co-ed.,true,23.3981176,85.3549594,https://ranchischool.metasofsda.in,https://locate.cisce.org/,2026-08-25
JH077,Carmel School,"Hazaribagh, Hazaribag, Jharkhand, 825 301, India",Hazaribagh,Hazaribag,Jharkhand,825301,board,ICSE / ISC,Day,Co-ed.,true,23.9924992,85.3635888,https://hazaribagcarmel.in,https://locate.cisce.org/,2026-08-25
JH078,Srikrishna Public School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.7926791,86.176548,https://srikrishnapublicschool.jsr,https://locate.cisce.org/,2026-08-25
JH079,St. Joseph's School,"DUMKA, Dumka, Jharkhand, 814 101, India",DUMKA,Dumka,Jharkhand,814101,board,ICSE,Day,Co-ed.,true,24.2720622,87.2427846,,https://locate.cisce.org/,2026-08-25
JH080,Carmel Junior College,"Jamshedpur, East Singhbhum, Jharkhand, 831 011, India",Jamshedpur,East Singhbhum,Jharkhand,831011,board,ICSE / ISC,Day,Co-ed.,true,22.8215098,86.1748624,,https://locate.cisce.org/,2026-08-25
JH081,Bishop Hartmann Academy,"RANCHI, Ranchi, Jharkhand, 835 103, India",RANCHI,Ranchi,Jharkhand,835103,board,ICSE / ISC,Day,Co-ed.,true,23.3544012,85.4021741,https://www.bhaacademy.in,https://locate.cisce.org/,2026-08-25
JH082,St. Clare's School,"KODERMA, Koderma, Jharkhand, 825 410, India",KODERMA,Koderma,Jharkhand,825410,board,ICSE,Day,Co-ed.,true,24.4722315,85.6097559,,https://locate.cisce.org/,2026-08-25
JH083,St. Charles School,"Hatia, Ranchi, Jharkhand, 834 003, India",Hatia,Ranchi,Jharkhand,834003,board,ICSE,Day,Co-ed.,true,23.2992143,85.3149142,,https://locate.cisce.org/,2026-08-25
JH084,St. Francis School,"RANCHI, Ranchi, Jharkhand, 834 010, India",RANCHI,Ranchi,Jharkhand,834010,board,ICSE / ISC,Day,Co-ed.,true,23.35428,85.3513468,https://www.sfsranchi.com,https://locate.cisce.org/,2026-08-25
JH085,Lievens Academy,"LOHARDAGA, Lohardaga, Jharkhand, 835 302, India",LOHARDAGA,Lohardaga,Jharkhand,835302,board,ICSE,Day,Co-ed.,true,23.455681,84.6819074,https://www.lievensacademy.com,https://locate.cisce.org/,2026-08-25
JH086,J.H. Tarapore School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8037578,86.1779827,,https://locate.cisce.org/,2026-08-25
JH087,St. Ann's School,"Ramgarh, Hazaribag, Jharkhand, 829 122, India",Ramgarh,Hazaribag,Jharkhand,829122,board,ICSE,Day,Co-ed.,true,23.623995,85.5301232,https://www.stannsschoolramgarh.com,https://locate.cisce.org/,2026-08-25
JH088,Holy Child School,"DUMKA, Dumka, Jharkhand, 814 101, India",DUMKA,Dumka,Jharkhand,814101,board,ICSE / ISC,Day,Co-ed.,true,24.2831608,87.2375751,,https://locate.cisce.org/,2026-08-25
JH089,Mount Carmel School,"RANCHI, Ranchi, Jharkhand, 835 219, India",RANCHI,Ranchi,Jharkhand,835219,board,ICSE / ISC,Day,Co-ed.,true,23.4839689,85.4790703,https://www.mountcarmelormanjhi.com,https://locate.cisce.org/,2026-08-25
JH090,Don Bosco School,"Kokar, Ranchi, Jharkhand, 834 001, India",Kokar,Ranchi,Jharkhand,834001,board,ICSE / ISC,Day,Co-ed.,true,23.3725989,85.3544807,https://www.donboscoranchi.com,https://locate.cisce.org/,2026-08-25
JH091,Don Bosco School,"GUMLA, Gumla, Jharkhand, 835 207, India",GUMLA,Gumla,Jharkhand,835207,board,ICSE,Day,Co-ed.,true,22.9303309,84.9583449,https://www.Donboscogumla.com,https://locate.cisce.org/,2026-08-25
JH092,St. Mary's School,"West Singhbhum, West Singhbhum, Jharkhand, 833 218, India",West Singhbhum,West Singhbhum,Jharkhand,833218,board,ICSE / ISC,Day,Co-ed.,true,22.1604979,85.5009977,https://www.stmarysnoamundi.ac.in,https://locate.cisce.org/,2026-08-25
JH093,St. Xavier's English School,"Chakradharpur, West Singhbhum, Jharkhand, 833 102, India",Chakradharpur,West Singhbhum,Jharkhand,833102,board,ICSE / ISC,Day,Co-ed.,true,22.6652099,85.6460561,https://stxaviersenglishschoolckp.com,https://locate.cisce.org/,2026-08-25
JH094,Children Of The New Dawn,"Khunti, Khunti, Jharkhand, 835 227, India",Khunti,Khunti,Jharkhand,835227,board,ICSE / ISC,Day,Co-ed.,true,22.9299539,85.0934851,https://www.cndtorpa.org,https://locate.cisce.org/,2026-08-25
JH095,Tarapore School,"Jamshedpur, West Singhbhum, Jharkhand, 831009, India",Jamshedpur,West Singhbhum,Jharkhand,831009,board,ICSE / ISC,Day,Co-ed.,true,22.8037975,86.2228251,https://www.taraporeschool.com,https://locate.cisce.org/,2026-08-25
JH096,Ramakrishna Vivekananda International English School,"Baharagora, East Singhbhum, Jharkhand, 832 101, India",Baharagora,East Singhbhum,Jharkhand,832101,board,ICSE,Day,Co-ed.,true,22.2930112,86.8191037,,https://locate.cisce.org/,2026-08-25
JH097,"Xavier School, Gamharia","Jamshedpur, Seraikela Kharsawan, Jharkhand, 832108, India",Jamshedpur,Seraikela Kharsawan,Jharkhand,832108,board,ICSE / ISC,Day,Co-ed.,true,22.8362439,86.0894017,https://www.xavierschool.in,https://locate.cisce.org/,2026-08-25
JH098,St. Francis De Sales School,"Seraikella, Seraikela Kharsawan, Jharkhand, 833219, India",Seraikella,Seraikela Kharsawan,Jharkhand,833219,board,ICSE,Day,Co-ed.,true,22.7039054,85.9351942,https://www.sfsseraikella.in,https://locate.cisce.org/,2026-08-25
JH099,"St, Xavier's School","Ranchi, Ranchi, Jharkhand, 834004, India",Ranchi,Ranchi,Jharkhand,834004,board,ICSE,Day,Co-ed.,true,22.260423,84.8535844,https://www.stxaviersschooldhurwa.com,https://locate.cisce.org/,2026-08-25
JH100,Seventh Day Adventist School,"Karmatar, Jamtara, Jharkhand, 815352, India",Karmatar,Jamtara,Jharkhand,815352,board,ICSE,Day,Co-ed.,true,24.0877622,86.7039059,,https://locate.cisce.org/,2026-08-25
JH101,V. S. Public School,"Sini, Seraikela Kharsawan, Jharkhand, 833220, India",Sini,Seraikela Kharsawan,Jharkhand,833220,board,ICSE,Day,Co-ed.,true,22.7811615,85.957916,https://www.vspssini.org,https://locate.cisce.org/,2026-08-25
JH102,De Nobili School,"Dhanbad, Dhanbad, Jharkhand, 828104, India",Dhanbad,Dhanbad,Jharkhand,828104,board,ICSE / ISC,Day,Co-ed.,true,23.8134549,86.390883,https://www.denobilibhuli.in,https://locate.cisce.org/,2026-08-25
JH103,Ramakrishna Vivekananda International English High School,"Chakulia, East Singhbhum, Jharkhand, 832301, India",Chakulia,East Singhbhum,Jharkhand,832301,board,ICSE,Day/Residential,Co-ed.,true,22.69028,86.4212616,https://www.jh103cisce.org,https://locate.cisce.org/,2026-08-25
JH104,Ramakrishna Mission Lady Indrasingh English School,"Jamshedpur, East Singhbhum, Jharkhand, 831008, India",Jamshedpur,East Singhbhum,Jharkhand,831008,board,ICSE,Day,Co-ed.,true,22.7753571,86.2387144,https://www.rkmjamshedpur.org,https://locate.cisce.org/,2026-08-25
JH105,Cluny Convent School,"Ranchi, Ranchi, Jharkhand, 834009, India",Ranchi,Ranchi,Jharkhand,834009,board,ICSE,Day,Co-ed.,true,23.3804317,85.3640994,https://www.clunyschoolranchi.com,https://locate.cisce.org/,2026-08-25
JH106,St. Francis School,"RANCHI, Ranchi, Jharkhand, 834005, India",RANCHI,Ranchi,Jharkhand,834005,board,ICSE,Day,Co-ed.,true,23.4110444,85.225048,https://www.stfrancisschoolbanhora.com,https://locate.cisce.org/,2026-08-25
JH107,St. Joseph School,"Pakur, Pakur, Jharkhand, 816107, India",Pakur,Pakur,Jharkhand,816107,board,ICSE,Day/Boarding,Co-ed.,true,24.6203887,87.8537478,https://www.stjosephsschool.in,https://locate.cisce.org/,2026-08-25
JH108,Providence School,"Sahibganj, Sahebganj, Jharkhand, 816109, India",Sahibganj,Sahebganj,Jharkhand,816109,board,ICSE / ISC,Day,Co-ed.,true,25.2431795,87.6457853,,https://locate.cisce.org/,2026-08-25
JH109,St.Maria School,"RANCHI, Ranchi, Jharkhand, 835205, India",RANCHI,Ranchi,Jharkhand,835205,board,ICSE,Day,Co-ed.,true,23.4758024,85.1647866,https://wwwstmariaschoolranchi,https://locate.cisce.org/,2026-08-25
JH110,D S M School For Excellence,"Jamshedpur, East Singhbhum, Jharkhand, 831001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8023194,86.212296,https://www.dsmsfe.in,https://locate.cisce.org/,2026-08-25
JH111,St. Joseph's School,"JAMTARA, Jamtara, Jharkhand, 815351, India",JAMTARA,Jamtara,Jharkhand,815351,board,ICSE,Day,Co-ed.,true,23.8477472,87.1846624,,https://locate.cisce.org/,2026-08-25
JH112,Carmel School,"RANCHI, Ranchi, Jharkhand, 835205, India",RANCHI,Ranchi,Jharkhand,835205,board,ICSE / ISC,Day,Co-ed.,true,23.4380384,85.1473542,https://carmelschoolbrambe.com,https://locate.cisce.org/,2026-08-25
JH113,Mount Assisi School,"GODDA, Godda, Jharkhand, 814153, India",GODDA,Godda,Jharkhand,814153,board,ICSE / ISC,Day,Co-ed.,true,24.6790301,87.1796793,,https://locate.cisce.org/,2026-08-25
JH114,Holy Family School,"BARHARWA, Sahebganj, Jharkhand, 816101, India",BARHARWA,Sahebganj,Jharkhand,816101,board,ICSE / ISC,Day,Co-ed.,true,24.8566197,87.7775631,https://holyfamilyschoolbhw.com,https://locate.cisce.org/,2026-08-25
JH115,S S Academy,"Jamshedpur, East Singhbhum, Jharkhand, 831018, India",Jamshedpur,East Singhbhum,Jharkhand,831018,board,ICSE / ISC,Day,Co-ed.,true,22.8350895,86.2371101,https://www.ssacademy.net,https://locate.cisce.org/,2026-08-25
JH116,St. Xavier's Academy,"Daltonganj, Palamu, Jharkhand, 822102, India",Daltonganj,Palamu,Jharkhand,822102,board,ICSE,Day,Co-ed.,true,24.0453125,84.0933781,https://xavierdaltonganj.com,https://locate.cisce.org/,2026-08-25
JH117,Sumana Dutta Memorial Vivekananda International School,"Jamshedpur, East Singhbhum, Jharkhand, 831018, India",Jamshedpur,East Singhbhum,Jharkhand,831018,board,ICSE,Day,Co-ed.,true,22.8264995,86.2347952,,https://locate.cisce.org/,2026-08-25
JH118,St. Mary's School,"JAMTARA, Jamtara, Jharkhand, 815354, India",JAMTARA,Jamtara,Jharkhand,815354,board,ICSE,Day,Co-ed.,true,23.8495762,86.8831223,,https://locate.cisce.org/,2026-08-25
JH119,St. Joseph's School,"DUMKA, Dumka, Jharkhand, 814141, India",DUMKA,Dumka,Jharkhand,814141,board,ICSE,Day,Co-ed.,true,24.3946328,87.0474368,,https://locate.cisce.org/,2026-08-25
JH120,Carmel School,"DUMKA, Dumka, Jharkhand, 814101, India",DUMKA,Dumka,Jharkhand,814101,board,ICSE,Day,Co-ed.,true,24.2799793,87.2756293,,https://locate.cisce.org/,2026-08-25
JH121,Fr. Agnel School,"RANCHI, Ranchi, Jharkhand, 834002, India",RANCHI,Ranchi,Jharkhand,834002,board,ICSE / ISC,Day,Co-ed.,true,23.3422803,85.3047959,https://www.fragnelschoolranchi.com,https://locate.cisce.org/,2026-08-25
JH122,Bethany Convent School,"RANCHI, Ranchi, Jharkhand, 835222, India",RANCHI,Ranchi,Jharkhand,835222,board,ICSE,Day,Co-ed.,true,23.4189785,85.2209249,,https://locate.cisce.org/,2026-08-25
JH123,St. Xavier's Collegiate School,"DUMKA, Dumka, Jharkhand, 814101, India",DUMKA,Dumka,Jharkhand,814101,board,ICSE,Day,Co-ed.,true,24.3235671,87.2145498,,https://locate.cisce.org/,2026-08-25
JH124,St. Claret School,"Latehar, Latehar, Jharkhand, 822111, India",Latehar,Latehar,Jharkhand,822111,board,ICSE,Day,Co-ed.,true,23.8475182,84.1171249,https://www.stclaretschoolbarwadih.in,https://locate.cisce.org/,2026-08-25
JH125,St. Anthony Academy,"Jamshedpur, East Singhbhum, Jharkhand, 831012, India",Jamshedpur,East Singhbhum,Jharkhand,831012,board,ICSE,Day,Co-ed.,true,22.8248317,86.2821367,https://www.stanthonyacademypokhari.com,https://locate.cisce.org/,2026-08-25
JH126,Vivekananda International School,"Jamshedpur, East Singhbhum, Jharkhand, 831012, India",Jamshedpur,East Singhbhum,Jharkhand,831012,board,ICSE,Day,Co-ed.,true,22.8208876,86.2023844,,https://locate.cisce.org/,2026-08-25
JH127,St. Mary's School,"Gumla, Gumla, Jharkhand, 835227, India",Gumla,Gumla,Jharkhand,835227,board,ICSE / ISC,Day,Co-ed.,true,22.9182841,84.9531416,,https://locate.cisce.org/,2026-08-25
JH128,Kerala Public School Gamharia,"Jamshedpur, Seraikela Kharsawan, Jharkhand, 832108, India",Jamshedpur,Seraikela Kharsawan,Jharkhand,832108,board,ICSE / ISC,Day,Co-ed.,true,22.8125346,86.1065068,https://www.keralapublicschooltrust.com,https://locate.cisce.org/,2026-08-25
JH129,St. Paul's Academy Garhwa,"GARHWA, Garhwa, Jharkhand, 822114, India",GARHWA,Garhwa,Jharkhand,822114,board,ICSE,Day,Co-ed.,true,24.1084558,83.6773928,http://stpaulsacademygarhwa.com,https://locate.cisce.org/,2026-08-25
JH130,St. Joseph's School,"DEOGHAR, Deoghar, Jharkhand, 814152, India",DEOGHAR,Deoghar,Jharkhand,814152,board,ICSE / ISC,Day,Co-ed.,true,24.4064969,86.583074,https://stjosephdeoghar.com/,https://locate.cisce.org/,2026-08-25
JH131,St. Thomas School,"DHAMRI MEHARMA, Godda, Jharkhand, 814160, India",DHAMRI MEHARMA,Godda,Jharkhand,814160,board,ICSE,Day,Co-ed.,true,25.1808548,87.3494293,https://www.stthomasdhamri.com,https://locate.cisce.org/,2026-08-25
JH132,St. Joseph's School,"Jamua, Giridih, Jharkhand, 815315, India",Jamua,Giridih,Jharkhand,815315,board,ICSE,Day,Co-ed.,true,22.6792148,85.6211626,,https://locate.cisce.org/,2026-08-25
JH133,R M S High School,"Jamshedpur, East Singhbhum, Jharkhand, 831011, India",Jamshedpur,East Singhbhum,Jharkhand,831011,board,ICSE / ISC,Day,Co-ed.,true,22.8215227,86.1750051,https://www.rmsbalichela.org,https://locate.cisce.org/,2026-08-25
JH134,Mount Carmel School,"HAZARIBAG, Hazaribag, Jharkhand, 825302, India",HAZARIBAG,Hazaribag,Jharkhand,825302,board,ICSE,Day,Co-ed.,true,23.9820189,85.3792745,http://mountcarmelschoolhazaribagh.in,https://locate.cisce.org/,2026-08-25
JH135,"Ursuline English Medium School, Khunti","Khunti, Khunti, Jharkhand, 835210, India",Khunti,Khunti,Jharkhand,835210,board,ICSE,Day,Co-ed.,true,23.0689837,85.2897059,,https://locate.cisce.org/,2026-08-25
JH136,Aloans Dreamcatchers,"RANCHI, Ranchi, Jharkhand, 834006, India",RANCHI,Ranchi,Jharkhand,834006,board,ICSE,Day,Co-ed.,true,23.4893561,85.317499,https://aloans.co.in,https://locate.cisce.org/,2026-08-25
JH137,De Nobili School,"GOMOH, Dhanbad, Jharkhand, 828401, India",GOMOH,Dhanbad,Jharkhand,828401,board,ICSE,Day,Co-ed.,true,23.8702222,86.1520657,https://www.denobiligomoh.in,https://locate.cisce.org/,2026-08-25
JH138,Loyola English Medium School,"Khunti, Khunti, Jharkhand, 835210, India",Khunti,Khunti,Jharkhand,835210,board,ICSE,Day,Co-ed.,true,23.0662782,85.2768803,,https://locate.cisce.org/,2026-08-25
JH139,Prabhat Tara English Medium School,"Ranchi, Ranchi, Jharkhand, 834004, India",Ranchi,Ranchi,Jharkhand,834004,board,ICSE,Day,Co-ed.,true,23.3070426,85.278714,https://www.ptemschool.in,https://locate.cisce.org/,2026-08-25
JH140,Assumption School,"SIMDEGA, Simdega, Jharkhand, 835223, India",SIMDEGA,Simdega,Jharkhand,835223,board,ICSE,Day,Co-ed.,true,22.5653477,84.4737018,,https://locate.cisce.org/,2026-08-25
JH141,St. Xavier's Academy,"Latehar, Latehar, Jharkhand, 829206, India",Latehar,Latehar,Jharkhand,829206,board,ICSE,Day,Co-ed.,true,23.7443064,84.5150095,https://www.stxaviersacademylth.com,https://locate.cisce.org/,2026-08-25
JH142,St. Anthony's Higher Secondary School,"Khunti, Khunti, Jharkhand, 835210, India",Khunti,Khunti,Jharkhand,835210,board,ICSE,Day,Co-ed.,true,23.0335677,85.2230744,,https://locate.cisce.org/,2026-08-25
JH143,St. Joseph's School,"Giridih, Giridih, Jharkhand, 815316, India",Giridih,Giridih,Jharkhand,815316,board,ICSE,Day,Co-ed.,true,24.190193,86.2825098,https://www.sjsgrd.com,https://locate.cisce.org/,2026-08-25
JH144,Shanti Niketan Public School,"BARWADIH, Latehar, Jharkhand, 822111, India",BARWADIH,Latehar,Jharkhand,822111,board,ICSE,Day,Co-ed.,true,23.8475182,84.1171249,,https://locate.cisce.org/,2026-08-25
JH145,Loyola English Medium School,"BOKARO, Bokaro, Jharkhand, 829149, India",BOKARO,Bokaro,Jharkhand,829149,board,ICSE,Day,Co-ed.,true,23.7398122,85.7455598,,https://locate.cisce.org/,2026-08-25
