cisce_code,name,address,locality,district,state,pincode,pincode_source,courses,classification,gender,on_current_register,latitude,longitude,website,source_url,captured_on
HA014,Jiva Public School,"FARIDABAD, Faridabad, Haryana, 121 001, India",FARIDABAD,Faridabad,Haryana,121001,board,ICSE / ISC,Day,Co-ed.,true,28.4173823,77.2994144,https://www.jivapublicschool.com,https://locate.cisce.org/,2026-08-25
HA015,The Shri Ram School,"D.L.F. City, GURUGRAM, Haryana, 122 002, India",D.L.F. City,GURUGRAM,Haryana,122002,board,ICSE / ISC,Day,Co-ed.,true,28.5008186,77.0945853,,https://locate.cisce.org/,2026-08-25
HA017,Rishi Public School,"GURUGRAM, GURUGRAM, Haryana, 122 001, India",GURUGRAM,GURUGRAM,Haryana,122001,board,ICSE / ISC,Day,Co-ed.,true,28.4528403,77.0497982,https://www.rishischool.com,https://locate.cisce.org/,2026-08-25
HA020,St. Xavier's High School,"PANCHKULA, Panchkula, Haryana, 134 109, India",PANCHKULA,Panchkula,Haryana,134109,board,ICSE,Day,Co-ed.,true,30.6633443,76.8566349,,https://locate.cisce.org/,2026-08-25
HA021,The Shri Ram School,"D.L.F. City, GURUGRAM, Haryana, 122 002, India",D.L.F. City,GURUGRAM,Haryana,122002,board,ICSE / ISC,Day,Co-ed.,true,28.4674365,77.0846863,https://www.tsrs.org,https://locate.cisce.org/,2026-08-25
HA022,Saupin's School,"PANCHKULA, Panchkula, Haryana, 134 113, India",PANCHKULA,Panchkula,Haryana,134113,board,ICSE,Day,Co-ed.,true,30.6953385,76.8436041,https://www.saupinsschoolpkl.com,https://locate.cisce.org/,2026-08-25
HA023,Lt. Atul Katarya Memorial School,"GURUGRAM, GURUGRAM, Haryana, 122 001, India",GURUGRAM,GURUGRAM,Haryana,122001,board,ICSE / ISC,Day,Co-ed.,true,28.3902816,77.0494188,https://www.akmsggn.com,https://locate.cisce.org/,2026-08-25
HA025,St. Mary's Convent School,"Narwana, Jind, Haryana, 126 116, India",Narwana,Jind,Haryana,126116,board,ICSE / ISC,Day,Co-ed.,true,29.7181666,76.1325525,http://stmarysnarwana.com/,https://locate.cisce.org/,2026-08-25
HA026,Christ Raja Convent School,"JIND, Jind, Haryana, 126 101, India",JIND,Jind,Haryana,126101,board,ICSE / ISC,Day,Co-ed.,true,29.3389378,76.2968672,,https://locate.cisce.org/,2026-08-25
HA027,Scottish High International School,"Sector 57, GURUGRAM, Haryana, 122 002, India",Sector 57,GURUGRAM,Haryana,122002,board,ICSE / ISC,Day,Co-ed.,true,28.4223425,77.0883682,https://www.scottishigh.com,https://locate.cisce.org/,2026-08-25
HA030,Shikshantar Sr. Sec. School,"GURUGRAM, GURUGRAM, Haryana, 122 001, India",GURUGRAM,GURUGRAM,Haryana,122001,board,ICSE / ISC,Day,Co-ed.,true,28.4583384,77.06652,,https://locate.cisce.org/,2026-08-25
HA033,Matrikiran High School,"GURUGRAM, GURUGRAM, Haryana, 122012, India",GURUGRAM,GURUGRAM,Haryana,122012,board,ICSE / ISC,Day,Co-ed.,true,28.3956737,76.9671865,https://www.matrikiran.in,https://locate.cisce.org/,2026-08-25
HA034,St Thomas Convent School,"Pehowa, Kurukshetra, Haryana, 136 128, India",Pehowa,Kurukshetra,Haryana,136128,board,ICSE,Day,Co-ed.,true,29.9799553,76.5930265,https://WWW.STTHOMASPEHOWA.COM,https://locate.cisce.org/,2026-08-25
HA035,The Alpine Top School,"Ratia, Fatehabad, Haryana, 125051, India",Ratia,Fatehabad,Haryana,125051,board,ICSE / ISC,Day,Co-ed.,true,29.7082124,75.570212,https://www.alpinetopschool.com,https://locate.cisce.org/,2026-08-25
HA036,Apex Convent School,"Fatehabad, Fatehabad, Haryana, 125050, India",Fatehabad,Fatehabad,Haryana,125050,board,ICSE / ISC,Day,Co-ed.,true,29.5063001,75.4498207,https://www.apexconventschool.in,https://locate.cisce.org/,2026-08-25
HA037,Wisdom School,"Hisar, Hisar, Haryana, 125044, India",Hisar,Hisar,Haryana,125044,board,ICSE,Day,Co-ed.,true,29.1232185,75.7460688,https://www.wisdomschoolhisar.com,https://locate.cisce.org/,2026-08-25
HA038,K S Convent School,"KURUKSHETRA, Kurukshetra, Haryana, 136119, India",KURUKSHETRA,Kurukshetra,Haryana,136119,board,ICSE / ISC,Day,Co-ed.,true,29.9548018,76.7931478,,https://locate.cisce.org/,2026-08-25
HA039,Bloomburg School,"Yamuna Nagar, Yamunanagar, Haryana, 135001, India",Yamuna Nagar,Yamunanagar,Haryana,135001,board,ICSE,Day,Co-ed.,true,30.1151587,77.2524554,,https://locate.cisce.org/,2026-08-25
HA040,Oxbridge School,"REWARI, Rewari, Haryana, 123106, India",REWARI,Rewari,Haryana,123106,board,ICSE / ISC,Day,Co-ed.,true,28.2154897,76.8104368,,https://locate.cisce.org/,2026-08-25
HA041,Jiet Convent School,"Jind, Jind, Haryana, 126 102, India",Jind,Jind,Haryana,126102,board,ICSE,Day,Co-ed.,true,29.3224774,76.3416412,,https://locate.cisce.org/,2026-08-25
HA042,Shree Ram Global School,"TOHANA, Fatehabad, Haryana, 125120, India",TOHANA,Fatehabad,Haryana,125120,board,ICSE,Day,Co-ed.,true,29.681406,75.8942341,https://www.ha042cisce.org,https://locate.cisce.org/,2026-08-25
HA043,Navjyoti Vidya Mandir,"KARNAL, Karnal, Haryana, 132001, India",KARNAL,Karnal,Haryana,132001,board,ICSE,Day,Co-ed.,true,29.7131244,77.0040399,https://nvmkarnal.com/,https://locate.cisce.org/,2026-08-25
HA044,J. P. Sr. Sec. School,"KARNAL, Karnal, Haryana, 132001, India",KARNAL,Karnal,Haryana,132001,board,ICSE,Day,Co-ed.,true,29.6668651,77.0072575,https://JPSCHOOL.CO.IN,https://locate.cisce.org/,2026-08-25
HA045,Lord Krishna Convent School,"GURUGRAM, GURUGRAM, Haryana, 122001, India",GURUGRAM,GURUGRAM,Haryana,122001,board,ICSE,Day,Co-ed.,true,28.4819476,77.0016855,https://www.lordkrishnaconventschool.com,https://locate.cisce.org/,2026-08-25
HA046,SACRED HEART SENIOR SECONDARY SCHOOL,"SAMALKHA, Panipat, Haryana, 132102, India",SAMALKHA,Panipat,Haryana,132102,board,ICSE,Day,Co-ed.,true,29.2486184,77.0151132,,https://locate.cisce.org/,2026-08-25
HA047,Starway Sr Sec School,"yamuna nagar, Yamunanagar, Haryana, 135001, India",yamuna nagar,Yamunanagar,Haryana,135001,board,ICSE,Day,Co-ed.,true,30.0744336,77.2333529,https://starwayschool.keeptherise.com,https://locate.cisce.org/,2026-08-25
HA048,Agastya International School,"ROHTAK, Rohtak, Haryana, 124001, India",ROHTAK,Rohtak,Haryana,124001,board,ICSE,Day/Boarding,Co-ed.,false,28.9123757,76.6225908,https://www.aisrohtak.in,https://locate.cisce.org/,2026-08-25
HA049,Guru Nanak Sr. Sec. School,"Karnal, Karnal, Haryana, 132001, India",Karnal,Karnal,Haryana,132001,board,ICSE,Day,Co-ed.,false,29.7865151,77.0348573,,https://locate.cisce.org/,2026-08-25
HP001,Dagshai Public School,"Dagshai Cantt, Solan, Himachal Pradesh, 173 210, India",Dagshai Cantt,Solan,Himachal Pradesh,173210,board,ICSE / ISC,Day/Residential,Co-ed.,true,31.104963,77.1639874,https://www.dagshaipublicschool.in,https://locate.cisce.org/,2026-08-25
HP002,Sacred Heart Senior Secondary School,"Dalhousie, Chamba, Himachal Pradesh, 176 304, India",Dalhousie,Chamba,Himachal Pradesh,176304,board,ICSE / ISC,Day/Residential,Co-ed.,true,32.5351875,75.9671064,,https://locate.cisce.org/,2026-08-25
HP003,Our Lady Of The Snows High School,"KULLU, Kullu, Himachal Pradesh, 175 101, India",KULLU,Kullu,Himachal Pradesh,175101,board,ICSE / ISC,Day,Co-ed.,true,31.9591246,77.1091991,https://olskullu.org,https://locate.cisce.org/,2026-08-25
HP004,Bishop Cotton School,"SHIMLA, Shimla, Himachal Pradesh, 171 002, India",SHIMLA,Shimla,Himachal Pradesh,171002,board,ICSE / ISC,Residential,Boys,true,31.104963,77.1639874,https://www.bishopcottonshimla.com,https://locate.cisce.org/,2026-08-25
HP008,Auckland House School,"SHIMLA, Shimla, Himachal Pradesh, 171 001, India",SHIMLA,Shimla,Himachal Pradesh,171001,board,ICSE / ISC,Day/Residential,Girls,true,31.1063931,77.1768317,,https://locate.cisce.org/,2026-08-25
HP010,Shimla Public School,"Khalini, Shimla, Himachal Pradesh, 171 002, India",Khalini,Shimla,Himachal Pradesh,171002,board,ICSE,Day/Residential,Co-ed.,true,31.0843682,77.161458,http://www.shimlapublicschool.com/,https://locate.cisce.org/,2026-08-25
HP012,Gorton Mission School,"Kotgarh, Shimla, Himachal Pradesh, 172 031, India",Kotgarh,Shimla,Himachal Pradesh,172031,board,ICSE / ISC,Day/Residential,Co-ed.,true,31.3113704,77.4744889,,https://locate.cisce.org/,2026-08-25
HP013,Dayanand Adarsh Vidyalaya,"Sunny Side, Solan, Himachal Pradesh, 173 212, India",Sunny Side,Solan,Himachal Pradesh,173212,board,ICSE / ISC,Day,Co-ed.,true,32.1024076,77.5619419,,https://locate.cisce.org/,2026-08-25
HP014,Sacred Heart Sr. Sec. School,"Dharamsala, Kangra, Himachal Pradesh, 176 057, India",Dharamsala,Kangra,Himachal Pradesh,176057,board,ICSE / ISC,Day,Co-ed.,true,32.1952609,76.3535986,https://www.shsdharamshala.in,https://locate.cisce.org/,2026-08-25
HP016,International Sahaja Public School,"Dharamsala Cantt., Kangra, Himachal Pradesh, 176 216, India",Dharamsala Cantt.,Kangra,Himachal Pradesh,176216,board,ICSE / ISC,Residential,Co-ed.,true,32.219042,76.3234037,https://www.isps.edu.in,https://locate.cisce.org/,2026-08-25
HP017,Mount Carmel School,"Rakkar Colony, Una, Himachal Pradesh, 174 303, India",Rakkar Colony,Una,Himachal Pradesh,174303,board,ICSE / ISC,Day,Co-ed.,true,31.4607153,76.3014896,https://www.mcsuna.in,https://locate.cisce.org/,2026-08-25
HP018,Day Star School,"Manali, Kullu, Himachal Pradesh, 175 131, India",Manali,Kullu,Himachal Pradesh,175131,board,ICSE / ISC,Day,Co-ed.,true,32.2431872,77.1891761,https://www.daystarmanali.org,https://locate.cisce.org/,2026-08-25
HP019,Trinity School,"Mohal, Kullu, Himachal Pradesh, 175 126, India",Mohal,Kullu,Himachal Pradesh,175126,board,ICSE / ISC,Day/Boarding,Co-ed.,true,31.9158133,77.125881,https://www.trinityschoolkullu.com,https://locate.cisce.org/,2026-08-25
HP022,St. Paul's Senior Secondary School,"Palampur, Kangra, Himachal Pradesh, 176 061, India",Palampur,Kangra,Himachal Pradesh,176061,board,ICSE,Day,Co-ed.,true,32.1108599,76.5362526,https://www.stpaulspalampur.com,https://locate.cisce.org/,2026-08-25
HP023,Kullu Valley School,"Ramshila, Kullu, Himachal Pradesh, 175 101, India",Ramshila,Kullu,Himachal Pradesh,175101,board,ICSE / ISC,Day/Residential,Co-ed.,true,32.1024076,77.5619419,https://www.kulluvalleyschool.com,https://locate.cisce.org/,2026-08-25
HP024,Carmel Convent School,"Nahan, Sirmaur, Himachal Pradesh, 173 001, India",Nahan,Sirmaur,Himachal Pradesh,173001,board,ICSE / ISC,Day,Co-ed.,true,30.5614132,77.2967984,,https://locate.cisce.org/,2026-08-25
HP025,St. Mary's School,"SHIMLA, Shimla, Himachal Pradesh, 171 005, India",SHIMLA,Shimla,Himachal Pradesh,171005,board,ICSE / ISC,Day,Co-ed.,true,31.0905231,77.1352137,,https://locate.cisce.org/,2026-08-25
HP026,E.C.I. Chalet Day School,"The Mall, Shimla, Himachal Pradesh, 171 001, India",The Mall,Shimla,Himachal Pradesh,171001,board,ICSE,Day,Co-ed.,true,31.0994225,77.1746971,,https://locate.cisce.org/,2026-08-25
HP027,Mount Carmel School,"Thakurdwara, Kangra, Himachal Pradesh, 176 102, India",Thakurdwara,Kangra,Himachal Pradesh,176102,board,ICSE / ISC,Day,Co-ed.,true,32.0848779,76.5105244,https://palampur.mountcarmelschools.in,https://locate.cisce.org/,2026-08-25
HP028,Mount Carmel School,"Baijnath, Kangra, Himachal Pradesh, 176 125, India",Baijnath,Kangra,Himachal Pradesh,176125,board,ICSE,Day,Co-ed.,true,32.0521085,76.6492869,https://www.mcsbaijnath.com,https://locate.cisce.org/,2026-08-25
HP029,Mount Carmel High School,"Gaggal, Kangra, Himachal Pradesh, 176 209, India",Gaggal,Kangra,Himachal Pradesh,176209,board,ICSE / ISC,Day,Co-ed.,true,32.1643678,76.2623945,https://www.mcsgaggal.com,https://locate.cisce.org/,2026-08-25
HP030,Auckland House School For Boys,"SHIMLA, Shimla, Himachal Pradesh, 171001, India",SHIMLA,Shimla,Himachal Pradesh,171001,board,ICSE / ISC,Day,Boys,true,31.104963,77.1639874,,https://locate.cisce.org/,2026-08-25
HP031,U. S. Global Public School,"Sanghnai, Una, Himachal Pradesh, 177212, India",Sanghnai,Una,Himachal Pradesh,177212,board,ICSE / ISC,Day,Co-ed.,true,31.72028,76.0253512,,https://locate.cisce.org/,2026-08-25
HP032,Dhaliara Public School,"DHALIARA, Kangra, Himachal Pradesh, 177103, India",DHALIARA,Kangra,Himachal Pradesh,177103,board,ICSE,Day,Co-ed.,true,31.8821568,76.2250514,https://www.dhaliarapublicschool.com,https://locate.cisce.org/,2026-08-25
HP033,D A V Public School,"Manali, Kullu, Himachal Pradesh, 175131, India",Manali,Kullu,Himachal Pradesh,175131,board,ICSE,Day,Co-ed.,true,32.2431872,77.1891761,https://www.davmanali.com,https://locate.cisce.org/,2026-08-25
HP034,Almighty Public School,"HAMIRPUR, Hamirpur, Himachal Pradesh, 177001, India",HAMIRPUR,Hamirpur,Himachal Pradesh,177001,board,ICSE,Day/Boarding,Co-ed.,true,31.6861745,76.5213092,https://www.apshamirpur.in,https://locate.cisce.org/,2026-08-25
HP035,Oakwood School,"MANDI, Mandi, Himachal Pradesh, 175001, India",MANDI,Mandi,Himachal Pradesh,175001,board,ICSE,Day,Co-ed.,true,31.6784233,76.9308159,https://www.oakwoodschool.com,https://locate.cisce.org/,2026-08-25
HP036,St Luke's School,"BADDI, Solan, Himachal Pradesh, 173205, India",BADDI,Solan,Himachal Pradesh,173205,board,ICSE,Day,Co-ed.,true,30.9578258,76.7913558,https://www.stlukeschoolbaddi.com,https://locate.cisce.org/,2026-08-25
HP037,Academic Hills Public School,"Shamshi, Kullu, Himachal Pradesh, 175126, India",Shamshi,Kullu,Himachal Pradesh,175126,board,ICSE,Day/Boarding,Co-ed.,true,31.9029872,77.1329285,https://theacademichills.com/,https://locate.cisce.org/,2026-08-25
HP038,Mother Teresa Global Convent School,"Nagrota Bagwan, Kangra, Himachal Pradesh, 176047, India",Nagrota Bagwan,Kangra,Himachal Pradesh,176047,board,ICSE,Day,Co-ed.,true,32.1053971,76.3789037,https://motherteresaglobal.com/?bypass_code=Ubswiu,https://locate.cisce.org/,2026-08-25
HP039,St. Stephen's Sr. Sec. School,"Chamba, Chamba, Himachal Pradesh, 176310, India",Chamba,Chamba,Himachal Pradesh,176310,board,ICSE,Day,Co-ed.,false,32.5582348,76.1227948,https://ststephenscba.in/,https://locate.cisce.org/,2026-08-25
JH002,De Nobili School,"DHANBAD, Dhanbad, Jharkhand, 828 207, India",DHANBAD,Dhanbad,Jharkhand,828207,board,ICSE / ISC,Day,Co-ed.,true,23.7851098,86.811867,https://www.denobilimaithon.in,https://locate.cisce.org/,2026-08-25
JH003,De Nobili School,"C.M.R.I., Dhanbad, Jharkhand, 828 001, India",C.M.R.I.,Dhanbad,Jharkhand,828001,board,ICSE / ISC,Day,Co-ed.,true,23.6913486,85.2722472,https://www.denobilicmri.in,https://locate.cisce.org/,2026-08-25
JH004,De Nobili School,"DHANBAD, Dhanbad, Jharkhand, 828 204, India",DHANBAD,Dhanbad,Jharkhand,828204,board,ICSE / ISC,Day,Co-ed.,true,23.7727471,86.7322072,,https://locate.cisce.org/,2026-08-25
JH005,De Nobili School,"DHANBAD, Dhanbad, Jharkhand, 828 122, India",DHANBAD,Dhanbad,Jharkhand,828122,board,ICSE / ISC,Day,Co-ed.,true,23.7483096,86.7058637,https://denobilisindri.in,https://locate.cisce.org/,2026-08-25
JH006,St. Xavier's School,"Bokaro Steel City, Bokaro, Jharkhand, 827 001, India",Bokaro Steel City,Bokaro,Jharkhand,827001,board,ICSE / ISC,Day,Co-ed.,true,23.6579047,86.1525056,https://www.xaviersbokaro.com,https://locate.cisce.org/,2026-08-25
JH007,Sacred Heart School,"Daltonganj, Palamu, Jharkhand, 822 102, India",Daltonganj,Palamu,Jharkhand,822102,board,ICSE / ISC,Day,Co-ed.,true,24.0130307,84.1065662,https://www.shschianki.com,https://locate.cisce.org/,2026-08-25
JH008,Carmel School,"DHANBAD, Dhanbad, Jharkhand, 828 001, India",DHANBAD,Dhanbad,Jharkhand,828001,board,ICSE / ISC,Day,Girls,true,23.8027075,86.4262086,https://www.carmelschooldhanbad.com,https://locate.cisce.org/,2026-08-25
JH009,De Nobili School,"DHANBAD, Dhanbad, Jharkhand, 828 108, India",DHANBAD,Dhanbad,Jharkhand,828108,board,ICSE / ISC,Day,Co-ed.,true,23.7956531,86.4303859,,https://locate.cisce.org/,2026-08-25
JH010,Carmel School,"Digwadih, Dhanbad, Jharkhand, 828 108, India",Digwadih,Dhanbad,Jharkhand,828108,board,ICSE / ISC,Day,Girls,true,23.6894705,86.4170415,https://www.carmelschooldigwadih.in,https://locate.cisce.org/,2026-08-25
JH011,De Nobili School,"DHANBAD, Dhanbad, Jharkhand, 828121, India",DHANBAD,Dhanbad,Jharkhand,828121,board,ICSE / ISC,Day,Co-ed.,true,23.8127092,86.292808,https://dnssijua.com,https://locate.cisce.org/,2026-08-25
JH012,St. Francis School,"B. Deoghar, Deoghar, Jharkhand, 814 112, India",B. Deoghar,Deoghar,Jharkhand,814112,board,ICSE / ISC,Day,Co-ed.,true,24.494007,86.6946257,https://www.sfsdeoghar.com,https://locate.cisce.org/,2026-08-25
JH013,De Nobili School,"Chandrapura, Bokaro, Jharkhand, 828 403, India",Chandrapura,Bokaro,Jharkhand,828403,board,ICSE / ISC,Day,Co-ed.,true,23.7470083,86.1186865,https://www.denobilictps.com,https://locate.cisce.org/,2026-08-25
JH014,Carmel School,"GIRIDIH, Giridih, Jharkhand, 815 301, India",GIRIDIH,Giridih,Jharkhand,815301,board,ICSE / ISC,Residential,Co-ed.,true,24.189582,86.2982374,https://www.carmelschoolgiridih.com,https://locate.cisce.org/,2026-08-25
JH015,St. Thomas School,"GODDA, Godda, Jharkhand, 814 133, India",GODDA,Godda,Jharkhand,814133,board,ICSE,Day,Co-ed.,true,24.8255215,87.2135177,https://www.stthomasgodda.com,https://locate.cisce.org/,2026-08-25
JH016,Patratu School Of Economics,"RAMGARH, Ramgarh, Jharkhand, 829 119, India",RAMGARH,Ramgarh,Jharkhand,829119,board,ICSE,Day,Co-ed.,true,23.6407926,85.2935849,,https://locate.cisce.org/,2026-08-25
JH017,Siddharth Public School,"Siddarth Nagar, Hazaribag, Jharkhand, 829 122, India",Siddarth Nagar,Hazaribag,Jharkhand,829122,board,ICSE / ISC,Day,Co-ed.,true,23.6362593,85.5124209,,https://locate.cisce.org/,2026-08-25
JH018,Gulmohur High School,"Jamshedpur, East Singhbhum, Jharkhand, 831 004, India",Jamshedpur,East Singhbhum,Jharkhand,831004,board,ICSE / ISC,Day,Co-ed.,true,22.7711858,86.2439004,https://www.gulmohurschool.org,https://locate.cisce.org/,2026-08-25
JH019,Little Flower School,"Jamshedpur, East Singhbhum, Jharkhand, 831 004, India",Jamshedpur,East Singhbhum,Jharkhand,831004,board,ICSE / ISC,Day,Co-ed.,true,22.7711858,86.2439004,,https://locate.cisce.org/,2026-08-25
JH020,Loyola School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8067933,86.1830838,https://www.loyolajsr.com,https://locate.cisce.org/,2026-08-25
JH021,Sacred Heart Convent School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Girls,true,22.8045266,86.1888395,https://www.shcjsr.org,https://locate.cisce.org/,2026-08-25
JH022,D. B. M. S. English School,"Jamshedpur, East Singhbhum, Jharkhand, 831 005, India",Jamshedpur,East Singhbhum,Jharkhand,831005,board,ICSE / ISC,Day,Co-ed.,true,22.8069075,86.1729015,https://www.dbms.edu.in,https://locate.cisce.org/,2026-08-25
JH023,Rajendra Vidyalaya,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8334736,86.198661,https://www.rvjsr.in,https://locate.cisce.org/,2026-08-25
JH024,Hill Top School,"Jamshedpur, East Singhbhum, Jharkhand, 831 004, India",Jamshedpur,East Singhbhum,Jharkhand,831004,board,ICSE / ISC,Day,Co-ed.,true,22.7711858,86.2439004,https://www.hilltopschooljamshedpur.org/,https://locate.cisce.org/,2026-08-25
JH025,Kerala Samajam Model School,"Jamshedpur, East Singhbhum, Jharkhand, 831009 , India",Jamshedpur,East Singhbhum,Jharkhand,831009,board,ICSE / ISC,Day,Co-ed.,true,22.797318,86.2147789,https://www.ksms.ac.in,https://locate.cisce.org/,2026-08-25
JH026,Church School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8083843,86.1852258,,https://locate.cisce.org/,2026-08-25
JH027,Carmel School,"Madhupur, Deoghar, Jharkhand, 815 353, India",Madhupur,Deoghar,Jharkhand,815353,board,ICSE,Day,Co-ed.,true,24.2659039,86.6467108,https://www.carmelschoolmadhupur.com,https://locate.cisce.org/,2026-08-25
JH028,Bishop Westcott Boys' School,"RANCHI, Ranchi, Jharkhand, 834 010, India",RANCHI,Ranchi,Jharkhand,834010,board,ICSE / ISC,Day/Residential,Co-ed.,true,23.362497,85.349871,https://www.bishopwestcottboysschool.com,https://locate.cisce.org/,2026-08-25
JH029,Bishop Westcott Girls' School,"RANCHI, Ranchi, Jharkhand, 834 010, India",RANCHI,Ranchi,Jharkhand,834010,board,ICSE / ISC,Day/Residential,Girls,true,23.362497,85.349871,https://www.namkombwgs.com,https://locate.cisce.org/,2026-08-25
JH030,Loreto Convent,"RANCHI, Ranchi, Jharkhand, 834 002, India",RANCHI,Ranchi,Jharkhand,834002,board,ICSE / ISC,Day,Girls,true,23.3295971,85.315569,,https://locate.cisce.org/,2026-08-25
JH031,St. Xavier's School,"RANCHI, Ranchi, Jharkhand, 834 002, India",RANCHI,Ranchi,Jharkhand,834002,board,ICSE / ISC,Day,Boys,true,23.339132,85.3191237,https://www.stxaviersschool.com,https://locate.cisce.org/,2026-08-25
JH032,St. Anthony's School,"RANCHI, Ranchi, Jharkhand, 834 002, India",RANCHI,Ranchi,Jharkhand,834002,board,ICSE,Day,Co-ed.,true,23.3418612,85.3132986,,https://locate.cisce.org/,2026-08-25
JH033,St. Thomas School,"Dhurwa, Ranchi, Jharkhand, 834 004, India",Dhurwa,Ranchi,Jharkhand,834004,board,ICSE / ISC,Day,Co-ed.,true,23.3082694,85.2948778,https://stthomasschoolranchi.com,https://locate.cisce.org/,2026-08-25
JH034,S.d.a. Senior Secondary School,"Khunti, Ranchi, Jharkhand, 835 210, India",Khunti,Ranchi,Jharkhand,835210,board,ICSE / ISC,Day/Residential,Co-ed.,true,23.0797595,85.2774207,https://sdakhunti.co.in,https://locate.cisce.org/,2026-08-25
JH035,Sacred Heart School,"Hulhundu, Ranchi, Jharkhand, 835 221, India",Hulhundu,Ranchi,Jharkhand,835221,board,ICSE / ISC,Day,Girls,true,23.256937,85.2916454,https://www.sacredhearthulhundu.com,https://locate.cisce.org/,2026-08-25
JH036,Ursuline English Medium School,"Muri, Ranchi, Jharkhand, 835 101, India",Muri,Ranchi,Jharkhand,835101,board,ICSE,Day/Residential,Co-ed.,true,23.3784241,85.8614181,,https://locate.cisce.org/,2026-08-25
JH037,St. Xavier's School,"Purani Sahibganj, Sahebganj, Jharkhand, 816 109, India",Purani Sahibganj,Sahebganj,Jharkhand,816109,board,ICSE / ISC,Day,Co-ed.,true,25.2466366,87.6500974,,https://locate.cisce.org/,2026-08-25
JH038,St. Joseph's Convent High School,"Singhbhum, East Singhbhum, Jharkhand, 832 104, India",Singhbhum,East Singhbhum,Jharkhand,832104,board,ICSE / ISC,Day,Co-ed.,true,22.3650858,85.4375574,,https://locate.cisce.org/,2026-08-25
JH039,Loyola School,"Taldanga, Dhanbad, Jharkhand, 828 202, India",Taldanga,Dhanbad,Jharkhand,828202,board,ICSE / ISC,Day,Co-ed.,true,23.7406688,86.7870285,https://loyolataldanga.com,https://locate.cisce.org/,2026-08-25
JH040,Narbheram Hansraj English School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.795655,86.1802439,https://www.nhes.ac.in,https://locate.cisce.org/,2026-08-25
JH041,Bishop's School,"Old H.B. Road, Ranchi, Jharkhand, 834 001, India",Old H.B. Road,Ranchi,Jharkhand,834001,board,ICSE / ISC,Day/Residential,Co-ed.,true,23.3996742,85.3888718,,https://locate.cisce.org/,2026-08-25
JH042,Vig English School,"Jamshedpur, East Singhbhum, Jharkhand, 831 015, India",Jamshedpur,East Singhbhum,Jharkhand,831015,board,ICSE / ISC,Day,Co-ed.,true,22.7761396,86.2339334,https://www.vigenglishschooljsr.com,https://locate.cisce.org/,2026-08-25
JH043,A. D. L. S. Sunshine School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8047623,86.2028402,https://adlssunshine.org,https://locate.cisce.org/,2026-08-25
JH044,Mount View School,"Jamshedpur, East Singhbhum, Jharkhand, 831 018, India",Jamshedpur,East Singhbhum,Jharkhand,831018,board,ICSE,Day,Co-ed.,true,22.842961,86.2326317,,https://locate.cisce.org/,2026-08-25
JH046,St. Francis School,"Harmu Housing Colony, Ranchi, Jharkhand, 834 012, India",Harmu Housing Colony,Ranchi,Jharkhand,834012,board,ICSE / ISC,Day,Co-ed.,true,23.3552463,85.307311,https://www.stfrancisranchi.com,https://locate.cisce.org/,2026-08-25
JH047,St. Francis School,"Jasidih, Deoghar, Jharkhand, 814 112, India",Jasidih,Deoghar,Jharkhand,814112,board,ICSE / ISC,Day,Co-ed.,true,24.5213913,86.6421759,,https://locate.cisce.org/,2026-08-25
JH048,Andhra Association English School,"Jamshedpur, East Singhbhum, Jharkhand, 831 005, India",Jamshedpur,East Singhbhum,Jharkhand,831005,board,ICSE / ISC,Day,Co-ed.,true,22.8033317,86.1728619,http://aaeskadmajsr.com/,https://locate.cisce.org/,2026-08-25
JH050,Motilal Nehru Public School,"Jamshedpur, East Singhbhum, Jharkhand, 831 001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8047412,86.1888167,https://www.mnps.in,https://locate.cisce.org/,2026-08-25
JH051,Dayanand Anglo Vedic Public School,"Jamshedpur, East Singhbhum, Jharkhand, 831 009, India",Jamshedpur,East Singhbhum,Jharkhand,831009,board,ICSE / ISC,Day,Co-ed.,true,22.8004625,86.2240928,https://www.davpatelnagar.com,https://locate.cisce.org/,2026-08-25
JH052,Dayanand Public School,"Jamshedpur, East Singhbhum, Jharkhand, 831001, India",Jamshedpur,East Singhbhum,Jharkhand,831001,board,ICSE / ISC,Day,Co-ed.,true,22.8016908,86.1965369,https://www.dayanandpublicschool.edu.in,https://locate.cisce.org/,2026-08-25
